,F1_sd,F2_sd,F3_sd,F4_sd,F5_sd,Ciudades,cluster
47,1.1962660316744107,-1.1535058438591748,0.129373999819942,2.2117783859166855,0.06291888296599296,Ourense,0
48,-0.5091348498372811,-0.8518505726701202,-0.26207886525464974,-0.6759640703282066,1.0964707136927174,Oviedo,1
49,-0.5219493277562767,-0.48954869826131714,-0.7162788955076457,-0.45548222904874497,0.46166573124019217,Palencia,1
50,0.24071658419866607,-0.2748367850903509,0.7746240925190065,0.5297442846487781,0.038037079633682934,Palma de Mallorca,0
51,-0.7057840201806009,2.7288137882962236,-0.7529026081656903,-0.740569872824588,-2.0003568087440233,Parla,3
52,0.5028025856467461,-0.36559092450967823,-0.4499939871774984,0.9309924543230661,0.06929883253838015,Pontevedra,1
53,2.341268593126876,-1.0164010000616104,0.2567051188308313,-0.06852486033638967,0.37107044731229416,Sabadell,0
54,-0.4023066351772867,-0.18537801048809727,-0.3799324977935172,-1.2528733814701603,0.15734213663732338,Salamanca,1
55,1.4325659763862217,-1.053667606252946,0.43455434747424676,1.6359993736488572,-0.9298012704974531,San Cristóbal de La Laguna,0
56,2.6944407460451245,0.1539294570222204,-0.6240767654949462,-0.5027534791638492,-1.3649138313342595,Santa Coloma de Gramenet,0
57,1.3168378562710985,-1.0555537607123864,0.24891017150902767,0.30870269861488037,-0.24969864608097903,Santa Cruz de Tenerife,0
58,-0.5585987167951832,-0.18654505640190433,-0.2617810866997876,-0.18206092069115642,0.8061830081491003,Santander,1
59,-0.4046677645625369,1.184440592598197,-0.7511068278462997,-0.6237153457198512,0.3206688456904353,Segovia,1
60,-0.03599799547497447,0.9742533510945689,1.4006829578730267,-0.88876301519502,-0.28606435864358604,Sevilla,1
61,-0.4412596582490965,-0.5983006292190028,-0.8995764221510185,-0.6013718358879375,1.0428791372846649,Soria,1
62,-0.8758471382431129,0.8745604078015382,-0.43766452580852866,0.26939533252498116,0.5879887327734584,Tarragona,1
63,2.0311619674655352,-0.7854043985100796,0.3413571345021973,0.4717033266724125,0.19434584415716902,Terrassa,0
64,-0.0684718967671936,-0.46940144143155543,-0.7036814097863424,0.14949156619080387,0.7347275729383638,Teruel,1
65,-2.0042129857073285,3.1653644655997755,-0.7361155657437735,0.9979606689527907,0.8852943828467014,Toledo,3
66,0.7823686353077706,-0.5787198117651547,1.425737260073818,-1.126768112193557,0.5962826672175618,,1
67,-1.564497824566372,-0.3423037990596314,-0.027168124316814663,-0.631611914656959,0.8348927812248427,Valencia,1
68,0.856105310695536,-0.47045338631389877,1.0422162027461146,1.5907326537480315,0.14394424253531032,Valladolid,0
69,0.0729612108741281,0.6361610024156781,-0.6600619579189533,-0.3400121305739469,-0.03469434549153086,Vigo,1
70,-1.2068694165663683,-0.41917199356036583,0.8720722864791834,-0.742659130886925,0.8176669173793972,Zamora,1
