,F1,F2,F3,F4,F5,Ciudades,Clusters
48,0.02582614324495678,0.03302035340931243,0.23310008964015103,0.5838071831796796,-0.4895593070809746,Oviedo,3
49,-0.5481031288249336,-0.4306434277216491,-1.0555369910038834,0.31622588385541744,-0.15908121121909313,Palencia,3
50,0.33599877618503693,0.17014914684299565,1.2430168807030526,-0.6442135908843527,0.5558551092396771,Palma de Mallorca,2
51,-0.32668629255160103,-2.495975546187356,-1.0946058778186778,0.667849726980238,0.6674525375977219,Parla,3
52,0.17937341958196246,-0.721661872157059,-0.7216352918572736,-0.9660294776043208,-0.5353828062202798,Pontevedra,1
53,1.8634902977711763,1.2745148291850343,0.6074211218507828,-0.09804942237981695,0.5741037369765657,Sabadell,2
54,-0.013223264327643347,-0.2563782059244448,-0.030954606504549006,1.4746908380399315,-3.1859732062435615e-05,Salamanca,3
55,0.9907528613586771,2.9473465304269255,0.5301719435438574,-1.4708904056313643,-1.3408364730079345,San Cristóbal de La Laguna,4
56,2.5297399132377185,-1.0434886861320936,-0.8107904670511724,0.3713380333365056,-1.072392339367175,Santa Coloma de Gramenet,0
57,1.5306488296525498,2.1440290859956384,0.621733640713603,-0.4530744888065948,-0.14981712715303083,Santa Cruz de Tenerife,2
58,-0.23913149626038185,-0.10651926041881417,0.12770363950117403,0.01742405492383198,0.7052579556549429,Santander,3
59,-0.19688558923175772,-0.225241187042386,-1.532129753331482,0.5178469208985718,1.8340633840870488,Segovia,3
60,-0.09197035805204586,-0.4968176141092552,1.6803722463988335,0.8724487273727205,1.8606764990745372,Sevilla,2
61,-0.36372322116802763,-0.20685162198959667,-2.1099517955475626,0.49015391248962664,-0.2879341300346126,Soria,3
62,-1.1169920065307486,-0.834839032812533,-0.2973467139776291,-0.4178896668364614,1.572818990639904,Tarragona,3
63,1.5054782893826724,1.6998158836214219,0.7163676083035784,-0.5950767133686348,0.02768852157406479,Terrassa,2
64,-0.388311479852513,-0.25424526928674296,-1.947792031045768,-0.3081132261594632,-0.6970658916259731,Teruel,3
65,-2.4164996906200575,-2.2256262566184852,-1.2338285787233745,-1.0170135099490705,0.017938515878338664,Toledo,1
66,1.4001176320117816,0.29150564082431757,1.6796403560311097,1.245654864673628,-1.0473333717762678,,2
67,-1.4306531931568378,-0.2249945320068056,0.5770799506570129,0.5277062889986731,0.2077044729172461,Valencia,0
68,0.019184009201057367,-0.4911786163671001,1.266834119665346,-1.4403874304301547,-1.3361557731516769,Valladolid,1
69,0.17603721153160634,-1.4950578419433525,-1.0577018704503423,0.1861274346784662,0.5931158496545514,Vigo,3
70,-0.9980264899618373,0.7229353608163067,1.3775291849670765,0.6706159860318739,-0.38261495654265865,Zamora,0
