,Albacete,Alcala,Alcobendas,Alcorcón,Algeciras,Alicante,Almeria,Avila,Badalona,Barcelona,Badajoz,Burgos,Caceres,Cadiz,Cartagena,Castello,Ceuta,Ciudad Real,Cordoba,Coruña,Cuenca,Dos Hermanas,Elche,Fuenlabrada,Getafe,Gijón,Girona,Granada,Guadalajara,Hospitalet,Huelva,Huesca,Jaen,Jerez,Las Palmas,Leganés,Leon,Lleida,Logroño,Lugo,Madrid,Malaga,Marbella,Mataró,Melilla,Móstoles,Murcia,Ourense,Oviedo,Palencia,Palma,Parla,Pontevedra,Sabadell,Salamanca,Santander,Santa Coloma,Santa Cruz de Tenerife,San Cristóbal,Segovia,Sevilla,Soria,Tarragona,Terrassa,Teruel,Toledo,Torrejon,Valencia,Valladolid,Vigo,Zamora,Zaragoza
0,2002,3009,28040,28041,11021,3003,4004,5008,8029,8014,6006,9020,10016,11017,31007,8077,51001,13019,14020,9131,16023,41094,2032,6057,28102,33063,17024,8108,19032,8115,21027,22035,23032,6076,,6149,24031,25034,26124,27033,28034,29035,30001,8135,52001,28129,30036,32038,34006,14068,7047,17151,36047,8201,37050,40030,8258,38049,24175,40061,28176,42061,43058,8293,44063,45061,10205,6145,47062,37041,49069,50066
