,F1,F2,F3,F4,F5,Ciudades
0,-1.074076323105464,-0.4995351324440104,-0.2628998806234969,0.9329161385062501,-0.310523977901288,Albacete
1,-1.5129086584708977,-0.13056066528639326,-0.6669151225210851,-0.6776606049701771,1.0676884773310773,Alcalá de Henares
2,-1.0901817119593464,-0.14692069858416884,-1.2155878409413978,0.8153303506036285,5.759453868953671,Alcobendas
3,-1.5881101709152965,-0.45577810546297626,-1.0513430203922474,-1.4217491426779547,-0.034796496644426744,Alcorcón
4,-0.4826171498333186,-1.0577772644032812,-0.3323744084315,1.5503061521705996,-1.2947057821284318,Algeciras
5,-0.7295486649889963,-1.0082478575872975,0.6215344338080934,2.551841623462534,-0.793914253251278,Alicante/Alacant
6,1.0822887567559158,-0.5720750329621596,0.36524550293733854,0.4270550443017755,-0.6679977179400953,Almería
7,-0.8317042899378413,-0.47179923366819176,-1.0495271897586371,-0.2796677837409687,-0.25062904001794356,Ávila
8,-1.904310677656665,-1.0110190737057105,-0.1162348909389571,3.2805854064472264,-0.7593278641536217,Badajoz
9,2.8747700358478,-0.21863749425052487,-0.010929767147950326,-0.8139829425832834,-0.3762220605699936,Badalona
10,3.527002574513525,-0.9045131291368718,5.212842964678511,2.470414407915996,3.2756362135318158,Barcelona
11,-2.535878498472409,-0.4448903739941653,-0.700876322514149,-0.7020965500378009,0.19993708217549983,Burgos
12,-1.2706882671162687,0.4354328958847775,-0.7513067391434102,-0.5837600754304172,-0.3011630441608305,Cáceres
13,1.7225996587272572,-0.05947340101553053,-1.0247282924425263,-2.0442422101293403,0.4719745139376986,Cádiz
14,0.1910548793340488,-0.3760955210812874,1.0435537122250684,1.3374102435399018,-1.2764269062455318,Cartagena
15,1.0842904966497169,0.4863860198526553,-0.29108455502052266,-0.6998502860436262,-0.5098731906373236,Castelló de la Plana
16,0.12918937459237584,0.7705186002742636,-1.0948400355342174,-0.8954470528700658,-0.3515028738576297,Ceuta
17,0.47627829656548093,-0.31811772365559965,-1.020625957126041,-0.8807411911552432,0.8176715041231142,Ciudad Real
18,-1.6006856799734552,-1.0043586807931615,1.1543937911530056,4.975209784119812,-0.8383427069526093,Córdoba
19,-0.10886119055966445,-0.5795920340921169,-0.0027515089811002355,-0.4437329469828216,0.8080562929297428,"Coruña, A"
20,-0.42199703164948793,-0.1593112716212955,-1.0906948064491246,-1.0050625034108003,0.24805048987026923,Cuenca
21,-1.8063671181470122,-0.44380098078531405,-0.15548430365004245,0.9828397862647876,-1.2621949479580383,Dos Hermanas
22,-1.0682237531415604,-0.921534061127344,0.12947935905657493,1.9208031291273076,-1.8175303327416226,Elche/Elx
23,0.03250906057817554,-0.5114998459333226,-0.6153615351299329,-1.4740080163495148,-1.1695512489907063,Fuenlabrada
24,-1.8728151520868797,-0.24774985731723392,-0.5264103754357521,-0.5759985941689291,-0.04398005081535383,Getafe
25,-1.6397634879264045,-0.8335775853977874,0.04532039185442862,0.2909256442628616,0.18330260616901534,Gijón
26,0.9894798907811094,-0.9421578445486984,-0.6288820622421891,0.3369489156244451,0.6595043183339016,Girona
27,0.3330732430725434,-0.2816446779353248,0.21008919224640807,-0.42821425140368397,0.26400837243196457,Granada
28,-0.3031594682695036,-0.6384596833212388,-1.027023809494151,-0.7096481267596817,0.16328308999059787,Guadalajara
29,2.0221135207919456,-0.93833234770039,-0.45432581950980006,-1.746984654114926,-0.4626440236268374,"Hospitalet de Llobregat, L'"
30,-0.22343455226888934,0.2051305212580402,-0.6977886423979498,-1.6385753401166612,-0.9360733590962869,Huelva
31,0.08489477608387215,-0.4017424844474064,-1.2860552346898024,-1.644621146301564,0.3461902782842818,Huesca
32,-0.22801588464465894,-0.3423079139218077,-0.48856784684897947,-0.6505006561519099,-0.34349130816965256,Jaén
33,-0.6728554912741875,0.42304192401360907,0.31030982532261575,0.8953805408910938,-1.4219490531718948,Jerez de la Frontera
34,2.6315856669410014,-0.5784443489666384,1.3758416352732192,1.0945346276302719,0.010899868893215064,"Palmas de Gran Canaria, Las"
35,-1.9814373707929467,2.3199960928435983,-0.8229282404180889,-1.5703437937626505,-0.28333555161025503,Leganés
36,-0.0235445303306544,-0.6673230779288596,-0.6130628568280629,-1.2325013954739008,1.055968917740321,León
37,-0.1828938713506026,-0.4643554743809199,-0.7418010423312824,-0.8856448661747844,0.08474035772417385,Lleida
38,-0.5480940508296205,-0.11651184651051583,-0.9310610449935661,-1.3709310435789077,-0.04831319930904909,Logroño
39,1.5829754875056017,-0.33565803703927594,-0.42346041022810144,-0.7788495769421026,0.012447253448778853,Lugo
40,-0.38855781904509124,0.29086510402203297,9.399072278343086,-0.7677467302477823,3.701678539473109,Madrid
41,-0.17210321301876289,-0.7121707175983657,2.0121853361223874,1.4850306649965732,-0.25329684750681797,Málaga
42,-1.1407198818486726,-1.1202581689659143,0.1695857743508027,2.8360310186668274,-1.7195437840514054,Marbella
43,2.816884517180883,-0.4971237180244259,-0.5746727401109915,-0.6870484846926805,-0.5243501665087569,Mataró
44,0.08932956856887223,1.878946346364629,-0.9625156564261043,-1.1636977109508968,-0.9549479002417255,Melilla
45,-1.293003716404776,-0.08810459846852894,-0.6851105893945104,-1.0201459682657619,-0.11219523560515232,Móstoles
46,-0.018045965106095185,-0.22264166385751757,2.460397047874427,0.7407190353980697,-0.8075454133744813,Murcia
47,-0.3630812704748316,-1.1152200534580552,0.22943446646751764,2.286810902758838,-0.27659826990691777,Ourense
48,0.09631642005582586,-0.9032584820096573,-0.39618571046652246,-0.8144750323860084,0.6034577547192035,Oviedo
