,F1_sd,F2_sd,F3_sd,F4_sd,F5_sd,Ciudades
0,-0.4656420243175135,-0.18775691674487924,-0.16542274870546728,0.6418135074079075,-0.2559126382902575,Albacete
1,-1.1865054350448152,-0.04907296077935216,-0.4188394721927486,-1.0602696764389758,0.20208412095171135,Alcalá de Henares
2,-1.6858427646932665,-0.05522209666656263,-0.7634205531360764,1.0907565418835656,3.692224691029517,Alcobendas
3,-1.1339087686333513,-0.1713102567638572,-0.660023731090679,-1.1295989266602158,0.3810492411597076,Alcorcón
4,0.40014498160861883,-0.3975796392848371,-0.20938202856040775,2.230615029056467,-1.4515792478519245,Algeciras
5,-0.7270475007423002,-0.37896335364648065,0.3905955841356413,0.9410687676957917,-0.8030712316143466,Alicante/Alacant
6,1.1606181751263507,-0.21502200217667222,0.228709556000751,0.6606797223476071,-1.0872344869983692,Almería
7,-0.5087959305335944,-0.17733201066906992,-0.6593735264911071,0.36534335204761265,0.18027475146399857,Ávila
8,-0.7830148326040512,-0.38000495204513834,-0.07359896858304579,2.810016958854251,-0.7395674792824769,Badajoz
9,1.8910482272476963,-0.08217780720339211,-0.007282162092613134,-0.42229808374941663,-0.25078102194020746,Badalona
10,0.9851251673185077,-0.3399732776573764,3.278209577399638,-0.9524460050605116,2.4516564384049127,Barcelona
11,-1.5574922524136379,-0.16721795822835975,-0.43995943913755603,-1.0883796954169205,0.9577146284965846,Burgos
12,-0.41761782023780764,0.16366323942146999,-0.47214624364735586,0.2594050991576498,-0.07245735377596745,Cáceres
13,0.6799190095823044,-0.022353867981967004,-0.6434901258382817,-1.574969073517408,0.04428691818767165,Cádiz
14,0.48867694923700805,-0.14136049869864956,0.6542943355752318,1.1770905152134474,-1.177679225168002,Cartagena
15,0.2145377768144426,0.18281464806798917,-0.18299347694456136,-0.12829736861375052,-0.09170091508865515,Castelló de la Plana
16,0.7228175830762018,0.2896096536278974,-0.6878943853107362,0.184040950614438,-0.36560093777257785,Ceuta
17,0.2288667877450961,-0.11956877319768805,-0.6412020719728925,0.059453443921221906,0.41825345969757066,Ciudad Real
18,-0.4255338774267359,-0.3775015548737496,0.724299223681526,1.9829602954883698,-0.7293042465823767,Córdoba
19,0.1413840720018547,-0.21784736692814294,-0.0015820244746838782,-0.403539715688926,1.066761475935149,"Coruña, A"
20,-0.0091105707325462,-0.05987925817344401,-0.6852372332087672,-0.35822835481768756,0.14884360131994187,Cuenca
21,-0.23336736968996138,-0.1668084953162799,-0.09849985520416374,1.2058910261058717,-1.2405415254561152,Dos Hermanas
22,-0.42726740198606883,-0.3463708210994556,0.08104347992506887,1.5923037820316923,-1.9807771839508381,Elche/Elx
23,-0.49282509975833527,-0.19225401328241043,-0.38661895761500586,-1.276424634344415,-1.1051951442235448,Fuenlabrada
24,-0.4455950092194902,-0.09312007567171739,-0.33086216858986767,-0.5682975206941379,0.4554576782354337,Getafe
25,-0.8890954762271289,-0.3133112110377382,0.028721945676348077,0.0443211599934027,0.5863138951617106,Gijón
26,0.700082720838887,-0.35412254412214345,-0.3954113732584839,0.46251654031726697,1.1687523508923938,Girona
27,0.0218911764995887,-0.10585989435421378,0.13195236282343628,-0.4036613777500392,0.20721573730176143,Granada
28,-0.5404420057821901,-0.23997355505269458,-0.6451845672264381,-0.18892997733107447,0.37591762480965757,Guadalajara
29,0.9213102097004874,-0.35268468030315336,-0.2850788910710164,-1.4131965428489281,-0.7709986294265337,"Hospitalet de Llobregat, L'"
30,0.0241309339930423,0.07710103193992336,-0.43835068124150955,-0.9579561466519642,-1.0378426796291376,Huelva
31,-0.0171394747034772,-0.15100025064548803,-0.8077837924100575,-1.1070433381484721,0.45032606188538365,Huesca
32,0.6975296851838994,-0.12866097761909434,-0.30732388406226685,-0.09894144366312331,-0.27772200777797035,Jaén
33,-0.0930277884235938,0.15900592800751476,0.19415645236074228,0.8218086149805937,-1.8467137068057802,Jerez de la Frontera
34,1.7320996802138002,-0.21741599422468658,0.8635747269622781,0.34323449193348954,-0.2687416791653828,"Palmas de Gran Canaria, Las"
35,-1.1725823059881948,0.8720013567840567,-0.5167216329867632,-1.1798830693527023,-0.22063277588366323,Leganés
36,-0.360668675207883,-0.25082224541768117,-0.3850708829017252,-0.8266182994027197,0.966053505065416,León
37,-0.6405553035201669,-0.17453417483732114,-0.4659683958023222,-0.6774245984534509,0.24057124357708695,Lleida
38,-0.9322827425496912,-0.04379252557880705,-0.5845030070526519,-1.3910052569946896,0.5535998409301414,Logroño
39,1.129674630190073,-0.12616153303731178,-0.2664276356072391,-0.5333058390620427,0.041079657968890355,Lugo
40,-0.7722824097759257,0.10932551400871995,5.913073357451861,-1.0480709808046456,2.6498651199255963,Madrid
41,0.19801236854538423,-0.26767882666840154,1.2635917613834409,0.581021467933614,-1.0788956104295382,Málaga
42,-1.0411716920713305,-0.4210639174350349,0.10583659855334629,1.7436073358447712,-1.8826350212561305,Marbella
43,1.5659160997774626,-0.18685055459533398,-0.36132467415318775,0.047977147602632005,-0.46630890864231056,Mataró
44,0.8900301167916406,0.7062269494368745,-0.6049190614670654,-0.127841393547859,-0.8101272040956654,Melilla
45,-0.4000803626245727,-0.033115283961235184,-0.43024113696366284,-0.51634304872325,-0.554187838636918,Móstoles
46,0.35418786497169075,-0.08368282755272013,1.544033607641458,0.9207109741010249,-0.7376431231512083,Murcia
47,1.1800869472216788,-0.41917027478104957,0.14310446637526922,2.2127651979977445,0.06994499993792196,Ourense
48,-0.44857751589466205,-0.33950170186438644,-0.24846296316978642,-0.6486355604123748,1.1090973108230617,Oviedo
49,-0.4608153920599173,-0.24381607639725633,-0.7027959217791522,-0.43016493243501297,0.4708525272855839,Palencia
50,0.26753351493149485,-0.18710965239508215,0.7885434010570659,0.5460744435534312,0.04492837023142785,Palma de Mallorca
51,-0.6363782370691347,0.606168561437463,-0.7394303529083627,-0.7126520352406837,-2.0045109095698197,Parla
52,0.5178266638715725,-0.21107824656324548,-0.4364330812322882,0.9436624675594452,0.07635952037548456,Pontevedra
53,2.273568838917318,-0.38296024204315554,0.2704728507213357,-0.046737350134017294,0.37976633707219515,Sabadell
54,-0.3465561561304569,-0.1634831701548024,-0.3663510873172451,-1.220282362524375,0.16487990241384837,Salamanca
55,1.4057543118634417,-0.3928025276462148,0.44837412957186373,1.6422383842865997,-0.9281543801468171,San Cristóbal de La Laguna
56,2.6108496161562607,-0.07387047547202873,-0.6105668074494557,-0.4770049789349501,-1.365624673988586,Santa Coloma de Gramenet
57,1.295233507835425,-0.39330066989147283,0.2626756220929128,0.3270491767572938,-0.24436650150264483,Santa Cruz de Tenerife
58,-0.4958157008844812,-0.1637913924580784,-0.24816509746562612,-0.1592377459028553,0.8172366309139638,Santander
59,-0.34881104386053013,0.19829235205772572,-0.7376340470273024,-0.596863443443634,0.32909162561545063,Segovia
60,0.003270016990090703,0.14278091507909138,1.4147854917973015,-0.8594933745896706,-0.2809292679967516,Sevilla
61,-0.38375644440037515,-0.2725379717819396,-0.8861470931546264,-0.5747237488734614,1.0552153391475358,Soria
62,-0.7987891750942496,0.11645154085429989,-0.42410001146409887,0.288100368529084,0.5978600319493232,Tarragona
63,1.9774158074119885,-0.3219529554087516,0.35514964105707214,0.4885629293900856,0.20208412095171135,Terrassa
64,-0.027742684824923897,-0.23849509130892796,-0.6901947492173386,0.16929035235783962,0.7453940020132628,Teruel
