"","row.names.tabla.","COM.rescaled","ED_SING.rescaled","EQUIP_EDU.rescaled","EQUIP_OTR.rescaled","EQUIP_SANI.rescaled","HOS_REST.rescaled","IND.rescaled","IND_MX.rescaled","OCIO_ESP.rescaled","OFI.rescaled","RES_PLU.rescaled","RES_PLU_MX.rescaled","RES_UNI.rescaled","RES_UNI_MX.rescaled","SIN_EDIF.rescaled"
"31","Hospitalet_de_Llobregat_class.shp",0.19469073454818,0.0326324920619894,0.196970655230374,0.87393299516,0.0832279727980586,0.0618520499410893,0.458446916179811,0.974334499939337,0.0793211171334441,0.169452485111755,0.539372522269252,0.893849961097943,0.0765227508871546,0.0272458728497711,0.065330784397997
"32","Huelva_class.shp",0.182443694618397,0.0719673734187338,0.23697232042766,0.50107726406288,0.206513351304654,0.0673791180598418,0.0898775689670357,0.374770834908411,0.132033421320754,0.0536832375752082,0.27588804504673,0.305136008613927,0.116127867873164,0.0342483392513549,0.604442834268419
"33","Huesca_class.shp",0.198456490601082,0.0789437887998444,0.11404929676451,0.316055007450114,0.147344196303635,0.0283642061503359,0.701270002870612,0.188475239895189,0.0637521829473904,0.111188115788974,0.339248418195002,0.317034872963844,0.119510668149961,0.0225284442851132,0.452457390694159
"34","Ibiza_class.shp",0.186821072348975,0.019032765833911,0.0815413239732095,0.432588447806877,0.103445329220024,0.938497459243466,0.128417014371538,0.107041947244663,0.115014694797555,0.0945952118017912,0.604610359546396,0.688583604102921,0.257803929179085,0.0381520669452886,0.453382828742146
"35","Jaen_class.shp",0.176104964805092,0.0912060829806103,0.168851138556667,0.605198563770196,0.194045657969551,0.0808093757496792,0.290166342604031,0.247518485249521,0.0197342342594302,0.0849375905827625,0.390874566705723,0.288288551133244,0.374476810750697,0.0347229226049833,0.3619273291096
"36","Jerez_de_la_Frontera_class.shp",0.157539422270521,0.166932349016416,0.087938512491572,0.451123403655321,0.0678943194156025,0.116873164256712,0.189391962129854,0.544513743034895,0.118309858438733,0.0974747100621716,0.202566467150128,0.246751299388699,0.561014299033895,0.213868587688835,0.237096327699528
"37","Las_Palmas_Gran_Canaria_class.shp",0.318872040516718,0.0653315304318222,0.158060251832296,0.349237982284414,0.158051462252355,0.0659434847059243,0.0914255829137792,0.13813234511536,0.0737902322945868,0.143311912391917,0.541872568478365,0.363710365872886,0.424857756271155,0.0634450661463885,0.437937371216195
"38","Leganes.shp",0.0725296894581795,0.187504578861306,0.12135410750368,0.383564192175761,0.136916550314786,0.063142581579223,0.143670647944569,0.50080308627422,0.0349050469794517,0.0676804835177907,0.305592857975473,0.120087344438296,0.0981551304713482,0.00147556766018441,0.596405790072949
"39","Leon_class.shp",0.351843091283667,0.0367856768592382,0.322237943344649,0.472764467711507,0.191483512908982,0.0871240066778544,0.252959281324978,0.617391555455736,0.0760334962397285,0.207464096331838,0.456470912164899,0.486019616943624,0.205876077233101,0.0401277834496189,0.294354144695292
"40","Lleida_class.shp",0.090015061036077,0.0829265689475058,0.205708080295375,0.438370992789434,0.0347305570933648,0.0248614773723727,0.393773664962905,0.566535891329483,0.0799626998425515,0.101095296492917,0.250677694831593,0.559430199564961,0.207148729968928,0.078299664627034,0.34150479858801
"41","Logronio_class.shp",0.205294750694673,0.155524460294733,0.1254039717126,0.545612148579988,0.167800764208298,0.038447311673234,0.433087424568638,0.746821022574132,0.038429120293601,0.0343515814379024,0.340777706443496,1,0.0190672783527144,0.112523818658622,0.150332266256095
"42","Lugo_class.shp",0.283359851338836,0.0876621031606186,0.0936734505067469,0.4251092429161,0.115625275184429,0.0737950105698775,0.139681673829017,0.347349463710134,0.115491752387025,0.100841324558313,0.536856318242754,0.451126040875703,0.236899256694431,0.0352537562903925,0.461727970094697
"43","Madrid_class.shp",0.121421978942951,0.0833591391074696,0.219728662542855,0.464185051176193,0.185627974047475,0.12464511722231,0.0142834576461042,0.185048655174943,0.12517943687712,0.529760184324309,0.965747998456019,0.703848992534222,0.230996919491315,0.0221650145414572,0.275060994377479
"44","Malaga_class.shp",1,0,0.0892233264753828,1,0.190353290832911,0.018372178780511,0.0388543212031851,0.18549403150661,0.630515549331518,1,0.419118271254496,0.295238947367953,0.676242051472631,0.049510276655029,0.221950537390871
"45","Marbella_class.shp",0.0848317695669497,0.00777874722725862,0.0224084364398484,0.832706345029644,0.0322197777243121,0.380899812165211,0.0182559017994221,0.0225669763101837,0.080983182724159,0.0287100391123064,0.397556445828349,0.224136950348172,0.728900382263516,0.0843514105397912,0.439370144370928
"46","Mataro_clas.shp",0.169322922196023,0.0456784464115678,0.112761458802522,0.612465506250846,0.132634742139016,1,0.22488465195534,0.293197097705377,0.369617508123709,0.0823106193368222,0.447414612267908,0.53018996001574,0.431983392405188,0.0685070266254384,0.263039493776402
"47","Melilla_class.shp",0.160680239808434,0.322585877041244,0.12170015243498,0.449254076524099,0.0729124319163858,0.0633723236188843,0.16500684901929,0.162433600007639,0.107927224182489,0.0381145197206613,0.344694116916657,0.316352182888652,0.385671777978923,0.0462196986801735,0.296742484708454
"48","Mostoles_class.shp",0.113872871387502,0.111999590236359,0.328528374095235,0.551983439782801,0.171520022752613,0.0855956358574609,0.244460120858033,0.630603873236624,0.0267292596056041,0.196033157255956,0.519281614877307,0.231093948540866,0.326117147955972,0.0187988425140148,0.215939706731962
"49","Murcia_class.shp",0.113681167566424,0.0351346730875825,0.0545148412188103,0.251789108911114,0.0218149159977584,0.0225980102607952,0.143705756744392,0.129431861176982,0.102061534581294,0.079908476678568,0.251281051219298,0.224266506244278,0.448720361199957,0.0677332230825788,0.66213318614655
"50","Ourense_class.shp",0.0328341351723121,0.0205500928908326,0.081176028988139,0.199896599872696,0.0654842659511401,0.0152813202243995,0.0385814476940718,0.230702116738263,0.0323946172242113,0.0423424872489507,0.228122581241769,0.258540368256262,0.792760734117686,0.0479908869616717,0.507363132519671
"51","Oviedo_class.shp",0.0733074257401364,0.0168921028011011,0.190680226991398,0.37070555994971,0.452030786359164,0.0464649171674073,0.193074427664721,0.31632994696864,0.0700310201845617,0.0803914239237905,0.709976717874065,0.489847649596637,0.227336589536846,0.0419353179490408,0.385159721359327
"52","Palencia_class.shp",0.190049319710946,0.0499762581979911,0.212736232552677,0.293077092488399,0.584275971292305,0.0324722570597074,0.561851944337437,0.576783717234397,0.0267861776864512,0.0403102837392693,0.400963960283417,0.307060409471436,0.352490300574248,0.0268555504923049,0.193378672028302
"53","Palma_Mallorca_class.shp",0,0.139791563695157,0,0,0,0,0.402910714255334,0,0,0,0,0,0,0,1
"54","Parla_clas.shp",0.281642561106795,0.0447396238127478,0.130152806877319,0.421200385929111,0.103268765408647,0.041838309087543,0.426864181188595,0.1450390985085,0.0300566706109303,0.259478409057789,0.4302906228966,0.202001320543889,0.191461036022198,0.013376954161693,0.542668104195992
"55","Pontevedra_class.shp",0.09171116205897,0.0125996495320083,0.160440287347534,0.241623252517292,0.0682636315286365,0.0279884496446832,0.295707966324398,0.191400888657434,0.444447410693446,0.0622953576150187,0.247546123774685,0.373865971226785,0.547720959547905,0.0715880785624475,0.450705925591083
"56","Reus_class.shp",0.100373844897783,0.124129645125831,0.0743704634833197,0.337500366546542,0.187551143061689,0.0159958169961912,0.257460307734637,0.536898164777298,0.0444456733190309,0.0530738969284016,0.191094903119987,0.273798110849666,0.393884674796321,0.0487110963732862,0.427444997073998
"57","Roquetas_de_mar_class.shp",0.37472066192973,0.0359003101522459,0.0605706955094193,0.525580161084313,0.0251854374587669,0.555074695565208,0,0.089481973042453,0.0999731003590517,0.0823414228574197,0.476698076814004,0.368574074007799,0.54995400748587,0.0695622459590581,0.460058629738209
"58","Sabadell.shp",0.213258659179553,0.0260439985828824,0.136633681874805,0.652555745909758,0.11379513906364,0.158050726565784,0.373209917826451,0.164658805765955,0.0923345006794405,0.0990769879689118,0.508031469821686,0.404514319539469,0.389260576457918,0.0527402391723153,0.328528933036434
"59","Salamanca_class.shp",0.116598942967449,0.0762171421422087,0.323987644099799,0.666722275264768,0.202338946376858,0.156530243236681,0.186945087048924,0.583202992618789,0.113160873921366,0.0696951302578208,0.512259426603048,0.4504261185423,0.108704984957127,0.0235875375213239,0.32853918965917
"60","San_Cristobal_de_la_Laguna_class.shp",0.139501566858529,0.0408596176084564,0.163123318084812,0.203131524951049,0.0515690009008415,0.0294344556249101,0.189145666071858,0.153194015028913,0.200182483638594,0.0395889073479089,0.395134949986462,0.220932245268983,0.788179340149591,0.0812449521638487,0.344949490535396
"61","Santa_Coloma.shp",0.495589444700024,0.0302097393438525,0.212477652279215,0.55116561100874,1,0.0367669589947353,0.0237715332153359,0.265376142373192,0.114548569954406,0.0610623013451266,1,0.954707536028663,0.374359388960266,0.0636307199873647,0
"62","Santa_Cruz_Tenerife_class.shp",0.0955615031626344,0.0259457916409918,0.117723657729803,0.288623628751621,0.123833191646643,0.0418358265092472,0.198695064459746,0.16863559967514,0.0589468595643818,0.0844197351550412,0.51288037366328,0.408970898597616,0.402536723495464,0.054125465141864,0.486230584537685
"63","Santander_class.shp",0.120454673565127,0.0763576812710506,0.147432464023926,0.519742718640864,0.223223530337511,0.137593028613338,0.196449073986923,0.251081941432618,0.031159072814972,0.117742360244427,0.702032747708606,0.368059058208952,0.368644317240406,0.0515153442338978,0.309835934607398
"64","Segovia_class.shp",0.097614769824743,0.187986737464356,0.123501772828734,0.390695573251706,0.212617957349772,0.379120220272959,0.353665807198971,0.189182220679518,0.0130498345087307,0.0280253993212537,0.467300096398171,0.413797004893847,0.26213302149007,0.0381288020362855,0.315212593895231
"65","Sevilla_class.shp",0.32546655026459,0.139255785266034,0.276347203716293,0.376470248004943,0.119331273161906,0.127363476538216,0.117681576452612,0.17663936063555,0.656045122240816,0.381078196456591,0.820934267015779,0.547479327606274,0.404628635939271,0.110377782136564,0.125808097828744
"66","Soria_class.shp",0,0.0440359718854429,0,0,0,0,0.991859486508983,0,0,0,0,0,0,0,0.829142335010309
"67","Talavera_de_la_Reina_class.shp",0.251055812871637,0.0885420756979141,0.0906288394552656,0.290434120353934,0.11474508527979,0.0225319445314796,0.368513992752163,0.346838824054969,0.0293457963251395,0.0204079732080132,0.148190589037246,0.223714950102489,0.345980208014579,0.0343794032278265,0.52449286997294
"68","Tarancon_class.shp",0.0322936167936908,0.00762000156784113,0.05778896568375,0.173449802685849,0.019492109636931,0.0422383416806513,1,0.190811417379761,0.169593184881893,0.0115525177263746,0.151820912932567,0.0398904246359487,0.209517308204168,0.0156651996040327,0.555638466480727
"69","Tarragona_class.shp",0.0878147617393567,0.11007484326488,0.0863443650590373,0.434596979075149,0.0611095241732966,0.126869159661053,0.235306831245797,0.232691459632199,0.123383839231338,0.336544470461255,0.220114326375111,0.224987255601445,0.39269580869712,0.042759998459349,0.504278108504904
"70","Telde_class.shp",0.168304633075208,0.0147959334215977,0.0714052874732045,0.089593734152181,0.0192399520100076,0.0135946882335479,0.352781865063429,0.195123959564902,0.0728211333206886,0.0265508286048074,0.264619799248237,0.0965907242344841,0.431182728232498,0.0480069081847648,0.644938846895895
"71","Terrasa_clas.shp",0.322565064740925,0.0471489665763713,0.0898560117434262,0.280221013361507,0.0373702652479505,0.0548972973210679,0.376447127093288,0.280479908062769,0.0738422264020908,0.071729770833188,0.469517329796001,0.311421063523425,0.509106272244233,0.0623771707532164,0.347550493472082
"72","Teruel_class.shp",0.0816451837037551,0.0303449331167515,0.149491777734088,0.157259655850161,0.206307233836242,0.152791600489081,0.537188695190723,0.315534202493756,0.0120132152325531,0.017205946004818,0.23742744843268,0.176089020728731,0.404648534984084,0.0198176015189919,0.459104499229109
"73","Toledo_class.shp",0.0438155940989507,0.167071341265721,0.130985090277033,0.279567631686076,0.328115440738071,0.262176891092512,0.141374604157161,0.184553026036973,0.00815496769585337,0.0971978381223282,0.168952795537646,0.101042600661928,0.570639526438772,0.091819291537818,0.419230489031837
"74","Torrejon_clas.shp",0.0573721257797502,1,0.0532029804268635,0.170077178127972,0.0429149973566781,0.0306805769798313,0.0732915643714269,0.32594496954854,0.0642666491742726,0.0464935078302054,0.206902699521445,0.107979618299838,0.0584263874450891,0.0104062383016974,0.0783365907545971
"75","Valencia_class.shp",0.362035286412211,0.0530242516280144,0.2405714608328,0.44255587904397,0.147701273860462,0.0917445629937368,0.103280630873258,0.291620264619314,0.198324849013688,0.137419330033076,0.653237871579957,0.942968950148311,0.141662191985778,0.0206117605383125,0.335207413147388
"76","Valladolid_class.shp",0.0927060997596945,0.0768615969805174,0.165031090230783,0.660983825452328,0.171931890518294,0.103812322398816,0.525951475560204,0.505366004971986,0.150048807508576,0.0829917111561049,0.413121479024007,0.323694818278879,0.283721633927906,0.0357791892561601,0.236540567402672
"77","Vigo_class.shp",0.0632525493303044,0.0330044433699021,0.172331198877641,0.342448200435429,0.0557097088262502,0.0490010843830408,0.132474863387201,0.430518740348059,0.141873910009429,0.064377551898489,0.0368859489044975,0.387629331819924,0.136483638906466,1,0.366147886849487
"78","Zamora_class.shp",0.171805658006714,0.0475007518063623,0.15948610131658,0.738171579812604,0.244681341887035,0.0551279316571507,0.353920212555281,0.373619056686049,0.0590114390426508,0.0331336918813647,0.436877481270962,0.288177817465949,0.312424753674664,0.0666025679663763,0.324566515328437
"79","Zaragoza_class.shp",0.109392587075086,0.0730612898084261,0.115983986550114,0.354092117822798,0.104829697852901,0.0252983370074725,0.368412314468018,0.713801746984029,0.0788263552749315,0.0425787712824493,0.353366071123128,0.407644117569118,0.216707212760306,0.032544168351389,0.389259520068545
