"","COM","ED_SING","EQUIP_EDU","EQUIP_OTR","EQUIP_SANI","HOS_REST","IND","IND_MX","OCIO_ESP","OFI","RES_PLU","RES_PLU_MX","RES_UNI","RES_UNI_MX","SIN_EDIF"
"Ibiza_class.shp",-0.203779255365298,0.232427442323887,0.820926002582034,1.71667529766978,0.000162786749518118,1.30038349652611,1.77055718086316,0.595504307140179,-1.99723060170638,-0.961471692063143,2.56337502654501,2.49465590432107,2.27568383714583,-0.0240056436076055,3.7232605448757
"Jaen_class.shp",-0.262850373599393,1.72165792624907,1.54883355803728,2.05244509736848,0.629213015429154,-1.15180365694296,2.35755255166585,1.43376878627472,-3.75993559553628,-1.06916179326241,2.12717751705413,1.62398105639347,2.64901438604694,-0.11818551664099,3.56482045834834
"Jerez_de_la_Frontera_class.shp",-0.374254854729044,2.31640843878526,0.89645391679358,1.75862941297668,-0.420928096274044,-0.78280737165317,2.03372172603761,2.22217670096614,-1.96898340101814,-0.931485591256698,1.46985887533075,1.46840010849361,3.05323089923755,1.69977617087812,3.29781024723578
"Las_Palmas_Gran_Canaria_class.shp",0.330859313599915,1.39641770175848,1.48279236926763,1.50264207608507,0.424040224150642,-1.35509856937998,1.56889227139137,0.850495767342059,-2.44106413363965,-0.546055091214444,2.45382167008821,1.85637701693044,2.77523892734186,0.484588852125452,3.69820319538402
"Leganes.shp",-1.14993459400279,2.43133199982345,1.21852884822439,1.59639548047983,0.28049115214606,-1.39850128336131,1.84316529528368,2.13849650163317,-3.18965907140993,-1.29628069218909,1.8810444963208,0.748238512512973,1.31003369666275,-3.27654280918466,3.92957933383987
"Leon_class.shp",0.429254731012215,0.84469195797091,2.19510629536028,1.80548579897947,0.61592124414216,-1.07656418434354,2.24981809007342,2.34778695356233,-2.41111651956925,-0.176120256663631,2.28231578856103,2.14626815134834,2.05075892651176,0.0264833692038259,3.4291731607096
"Lleida_class.shp",-0.933953580630193,1.62861775368244,1.74627414605076,1.72995405596838,-1.09126055897901,-2.33057714023744,2.60784724456352,2.26182395391373,-2.36073022877813,-0.895014950007124,1.6829588394534,2.28693792912793,2.05692154309726,0.69495774050663,3.525728736845
"Logronio_class.shp",-0.109483827056647,2.24648504676781,1.25135636826837,1.94879686134642,0.483896882001279,-1.89460787620807,2.68852455092433,2.53810908065588,-3.09347498957702,-1.97443049507921,1.99002118725079,2.86777444316306,-0.328541803795172,1.05757934134332,3.05863467572858
"Lugo_class.shp",0.212787067592131,1.68288738782641,0.959630871603803,1.69923466665641,0.111474109501064,-1.24260553037752,1.82468071889803,1.77261489236919,-1.99309138324702,-0.897530314156419,2.44452130471417,2.07176593443011,2.19111947909121,-0.103013494290727,3.73654216389785
"Madrid_class.shp",-0.634658673907982,1.63369909538672,1.81220950129162,1.78717177851603,0.584864064931061,-0.718426014944741,0.941610113857206,1.1429023106234,-1.91254229977342,0.761345870101217,3.03169373881681,2.51658299808955,2.16588888046315,-0.567070455049596,3.38680935532091
"Malaga_class.shp",1.47382469717697,-2.12665978196922,0.910958581192196,2.55464376758828,0.610001304703233,-2.63305915468765,1.18683468208126,1.14530622554146,-0.295752685748129,1.39667672734521,2.19694396018913,1.64780418373281,3.24003558182758,0.236594677918032,3.25996962116701
"Marbella_class.shp",-0.993260468048085,-0.534184769984623,-0.470746417044302,2.37156954164553,-1.16629998726388,0.398639728106086,0.985560250424112,-0.961228868387439,-2.34804899032778,-2.15383169518143,2.14412773589758,1.37227641469891,3.31502157839264,0.769405952014287,3.70055420101962
"Mataro_clas.shp",-0.302122907879314,1.05118554461891,1.14509067161819,2.06438111311405,0.248718584213335,1.36385862673791,2.16007753486318,1.60312859045601,-0.829821793644499,-1.10057842023867,2.26227651873438,2.23325452163577,2.79187164956434,0.561350739179609,3.35947529468019
"Melilla_class.shp",-0.354514279855447,2.969498713063,1.2213763207616,1.75447708829453,-0.34962130799431,-1.39486942209036,1.93662103854778,1.01255282210432,-2.06083335293165,-1.87048324707206,2.00144821592123,1.71687525998282,2.67847119718995,0.167820506271693,3.43429479588374
"Mostoles_class.shp",-0.698847918935418,1.92306630978703,2.21443927713554,1.96040653403974,0.505819544233123,-1.09426235336979,2.22349032371824,2.36896140841521,-3.45653167199217,-0.232794737040743,2.41123715636022,1.40284349566132,2.51074117194003,-0.731790279764287,3.24454591742299
"Murcia_class.shp",-0.700532827428467,0.801176514252656,0.418289048761237,1.17548035634654,-1.55628651039827,-2.4260347913996,1.84332647915209,0.785438093324978,-2.11671459116198,-1.13019661339599,1.68536284848016,1.37285426885148,2.82988439572169,0.549991220015748,4.01178011750181
"Ourense_class.shp",-1.9424619011017,0.302128498525574,0.816436062300872,0.94468872082675,-0.457070567003459,-2.81726547011791,1.18441661858054,1.3634108596008,-3.26429822881354,-1.76528754299452,1.58867393130537,1.51507100940432,3.39900595924909,0.205425558616671,3.80620809743865
"Oviedo_class.shp",-1.13926867190267,0.125016896966465,1.67041388898882,1.56229659716589,1.4748698226247,-1.7051990939244,2.04759901960911,1.67906932401093,-2.49335221337153,-1.12417104875595,2.72402298757166,2.15411358774966,2.14991619811435,0.0705428030555469,3.60750843942278
"Palencia_class.shp",-0.186646965903043,1.13751665050554,1.77986912172559,1.32732417730959,1.73149295849053,-2.06351055638926,2.91475491935944,2.27975087526774,-3.45440450625498,-1.8144719356026,2.15266235846329,1.68706366593334,2.58850761133804,-0.375113057464545,3.18443487229373
"Palma_Mallorca_class.shp",0,2.14125287084519,0,0,0,0,2.62718665107419,0,0,0,0,0,0,0,4.35227740705258
"Parla_clas.shp",0.206708171352191,1.03129267721475,1.28852526590943,1.68999718512649,-0.00154550367578329,-1.81008424708187,2.67617928353422,0.89928687013726,-3.33920588268338,0.0475949454180817,2.22325165739426,1.26829339890674,1.97816882623713,-1.07205219164448,3.85695968224638
"Pontevedra_class.shp",-0.915286486297585,-0.132940595750798,1.49773790011892,1.13426819389862,-0.415503322823006,-2.21210473986567,2.37264986312566,1.17665364111951,-0.645458765950871,-1.37919164523288,1.67038773313235,1.88391653166333,3.02925046492317,0.605342980278061,3.71896250726147
"Reus_class.shp",-0.825028917472123,2.02419319426573,0.728874935045076,1.46845508498196,0.595171104910944,-2.77156940192329,2.26348511391211,2.20809195841735,-2.94802288368695,-1.53939332752498,1.41156098941952,1.57241017726591,2.69954266845496,0.220321276440517,3.68081595178474
"Roquetas_de_mar_class.shp",0.492250265067528,0.821592065057645,0.523627271886398,1.91139120979079,-1.41261451744132,0.775206039050223,0.765406491420445,0.416320705651426,-2.13738934936208,-1.10020425517462,2.32567413762946,1.86966087055605,3.03331915754269,0.576636397746587,3.73389942000929
"Sabadell.shp",-0.0714247904919912,0.520281733502118,1.33711955798638,2.12778505849814,0.0955193397470408,-0.480980616530311,2.56290357396507,1.026159008295,-2.21687264257773,-0.915181347468657,2.38933420392827,1.96270630064489,2.6877334872862,0.299793136545575,3.50007284676176
"Salamanca_class.shp",-0.675190373389141,1.54630591101708,2.20052144779253,2.1492620688986,0.671063777270482,-0.490647413415186,2.02439307386682,2.29081883123594,-2.01348003346877,-1.26694810348745,2.39762199909888,2.07021322898381,1.41212215841252,-0.504867077878758,3.50009338833427
"San_Cristobal_de_la_Laguna_class.shp",-0.49585474864605,0.944604215338728,1.51432253565443,0.960742164010152,-0.695959732077481,-2.1617307040777,2.03278665742677,0.953988709330602,-1.44306113401411,-1.83252959009377,2.13801816188955,1.35787523619936,3.39321015855146,0.73188311276439,3.53243045057965
"Santa_Coloma.shp",0.771817269700459,0.658838459795283,1.77865288531112,1.95892381704279,2.26887481268,-1.93929706378507,1.04354799826735,1.50343174394289,-2.00129157796271,-1.39918387514319,3.06654608878277,2.82142421276291,2.64870077462848,0.487510793098053,2.42721027656797
"Santa_Cruz_Tenerife_class.shp",-0.874160529431153,0.51677200096952,1.18815606254342,1.31201200530068,0.180054965014454,-1.81014358628577,2.06841579845301,1.05002369118275,-2.66565415005917,-1.07527734851753,2.39883343803825,1.97366316511919,2.7212708367604,0.325719200829477,3.77454968147682
"Santander_class.shp",-0.642657052624236,1.54810139115236,1.41318626812252,1.90022240589714,0.769293181307542,-0.619596392175703,2.06014938269753,1.44806286492439,-3.30318503781189,-0.742579701996639,2.71277086189596,1.86826257373709,2.63331677482873,0.276294130280476,3.46191603890026
"Segovia_class.shp",-0.852901769663833,2.43387326109572,1.23607157907536,1.61481716030276,0.720616461465674,0.393956706426122,2.51823083384685,1.16499420034186,-4.17351505038969,-2.17796733402897,2.30576246579454,1.9853946914136,2.2923365960938,-0.0246156238040841,3.47304102747234
"Sevilla_class.shp",0.351329110398769,2.13746671727326,2.04147412781879,1.57772751016041,0.143022967275055,-0.696851633581195,1.71609870236881,1.0963936626699,-0.256060932272394,0.431926042474459,2.86923385151152,2.26534386736197,2.7264542037199,1.03832328552543,2.9791872564793
"Soria_class.shp",0,1.01611905312448,0,0,0,0,3.43124341146739,0,0,0,0,0,0,0,4.19452902520177
"Talavera_de_la_Reina_class.shp",0.0917446946462345,1.69265532861426,0.926588546902159,1.31826525898659,0.10383255191555,-2.42896259298118,2.55235064750013,1.77114370722744,-3.36314119245761,-2.49515288361614,1.15729001887333,1.37039186147873,2.56986607671732,-0.128127937617494,3.83115423861168
"Tarancon_class.shp",-1.95906099359281,-0.550574617768364,0.476613920550017,0.802776724436067,-1.6688707166224,-1.80056827307117,3.4388509790692,1.17356911591857,-1.60888796368364,-3.0641751534569,1.18149243162744,-0.353844524785481,2.06829085824167,-0.914143912939863,3.87497632024258
"Tarragona_class.shp",-0.958700966146373,1.90603630608775,0.878159613696612,1.72130760535771,-0.526212733822341,-0.700740335735841,2.19433891782275,1.37199688761905,-1.9269903623286,0.307651744618719,1.55293788651513,1.37606292300978,2.69651979405254,0.0900174708253393,3.80164847167545
"Telde_class.shp",-0.308154952317038,0.00732013233739593,0.68818798907204,0.14217387480445,-1.68189151535003,-2.93421750685762,2.51616242559457,1.19591856585294,-2.45428429681224,-2.23201759521536,1.73708488577293,0.530501878371596,2.79001646923883,0.205759341766949,3.99092035404373
"Terrasa_clas.shp",0.342374285216283,1.08157043093818,0.918024587876723,1.28246711384954,-1.01800512494525,-1.53843253406498,2.57011408954971,1.55878561256566,-2.440359761307,-1.23817267635678,2.31049601894134,1.70116506266583,2.95614128665785,0.467613775819579,3.53746115750869
"Teruel_class.shp",-1.03154775122275,0.66302872944418,1.4270574611059,0.704786786754048,0.690486017805218,-0.514821747643944,2.87520317272205,1.67655060255398,-4.25628318953952,-2.66582352960276,1.62865290632327,1.13100883094064,2.72650338104883,-0.679015070891081,3.73238578697213
"Toledo_class.shp",-1.65394079812988,2.31723093513476,1.29489957026645,1.28013272576246,1.15448503363064,0.0251227805426746,1.83256739004928,1.14022034536053,-4.64366322795828,-0.934330081957717,1.28841016936234,0.575561380826278,3.07024221365777,0.85423684371803,3.66698925107198
"Torrejon_clas.shp",-1.38437201002132,4.09673006946916,0.39393048606153,0.783140811622651,-0.879659112726312,-2.12026686953898,1.45288164149128,1.70901208122983,-2.57924968143092,-1.67176586534564,1.49103944193654,0.641961654049439,0.791252133164193,-1.32318011628244,2.80476168770829
"Valencia_class.shp",0.457811101546922,1.19451807894009,1.90283324807186,1.73945522540679,0.356311347845684,-1.02488842598927,1.63805222995539,1.59773601147726,-1.45238416487439,-0.588041497369154,2.64073214775262,2.80905251960029,1.67692979934043,-0.639723766489057,3.51335972634401
"Valladolid_class.shp",-0.904496310322704,1.5545128733433,1.52594995001363,2.1406178583435,0.508217946729661,-0.90131197566022,2.85665019576852,2.14756644826087,-1.73132987819359,-1.09233781441633,2.1825324975842,1.73982031719654,2.37147810082812,-0.0882191606121717,3.29644673555164
"Vigo_class.shp",-1.28679514939233,0.742078191952799,1.56923426836246,1.48300889526597,-0.618726028880622,-1.65205422411233,1.79039323635681,1.98727437368511,-1.78735179730143,-1.34631355229714,-0.233378500167238,1.92006871682429,1.63968925151567,3.24216969968082,3.57271213529633
"Zamora_class.shp",-0.287566639114465,1.08870442751309,1.49177284756889,2.25106477915532,0.861076252310237,-1.5342401379022,2.51882534567783,1.84552023249224,-2.66455919556282,-2.01052790533191,2.23844360236276,1.62359687554724,2.46784815750695,0.533157555555387,3.49210532978731
"Zaragoza_class.shp",-0.738987453938627,1.50511477184998,1.17326820281705,1.51644558772702,0.0134566419002627,-2.31315798960106,2.55212091449124,2.49288877767309,-2.37504310400567,-1.75972274927069,2.02629535806857,1.97041369708421,2.10203169809636,-0.182987386409304,3.61485596562214
