,Albacete,Alcalá de Henares,Alcobendas,Alcorcón,Algeciras,Alicante/Alacant,Almería,Ávila,Badalona,Barcelona,Badajoz,Burgos,Cáceres,Cádiz,Cartagena,Castelló de la Plana,Ceuta,Ciudad Real,Córdoba,"Coruña, A",Cuenca,Dos Hermanas,Elche/Elx,Fuenlabrada,Getafe,Gijón,Girona,Granada,Guadalajara,"Hospitalet de Llobregat, L'",Huelva,Huesca,Jaén,Jerez de la Frontera,"Palmas de Gran Canaria, Las",Leganés,León,Lleida,Logroño,Lugo,Madrid,Málaga,Marbella,Mataró,Melilla,Móstoles,Murcia,Ourense,Oviedo,Palencia,Palma de Mallorca,Parla,Pontevedra,Sabadell,Salamanca,Santander,Santa Coloma de Gramenet,Santa Cruz de Tenerife,San Cristóbal de La Laguna,Segovia,Sevilla,Soria,Tarragona,Terrassa,Teruel,Toledo,Torrejón de Ardoz,Valencia,Valladolid,Vigo,Zamora,Zaragoza
0,02005,28039,28040,28041,11021,03017,04017,05025,08029,08033,06021,09075,10053,11029,31007,12060,51001,13053,14041,15051,16102,41094,03068,28094,28102,33063,17102,18117,19162,08115,21068,22167,23081,11037,36025,28113,24120,25153,26124,27062,28117,29903,30001,08135,52001,28129,31021,32092,34006,34171,07047,28141,37022,08201,37324,40030,08259,39033,39018,41015,42044,43018,44022,08293,45014,46023,28182,47045,48018,37041,50065,50297
