,TA,LPI,AREA_MN,AREA_AM,AREA_MD,GYRATE_MN,GYRATE_AM,GYRATE_MD,PRD,SHDI,SIDI,MSIDI,SHEI,SIEI,MSIEI,NP,DIVISION,SPLIT,MESH,PAFRAC,SHAPE_MN,SHAPE_MD,PARA_MN,PARA_MD,FRAC_MD,SQUARE_MN,SQUARE_MD,IJI,RNMDP_2020,PobT,PobH,PobM,Vehiculos,T_Viviendas,T_Viv_Prin,T_Viv_Sec,Viv_vacias,T_viv_col,COM,ED_SING,EQUIP,IND,OCIO,OFI,RES_PLU,RES_UNI
0,0.005916290083401,1.0796627293366563e-05,4.292156678135404e-07,1.0969528297477848e-05,1.161665952506229e-07,3.088744829656354e-05,0.00013288974223491822,2.1045100836371106e-05,1.8366668435832224e-06,2.6668231119906725e-06,2.7827354085397626e-06,5.184413426554687e-06,2.7482908336916563e-06,3.1802706178261984e-06,2.493173953728502e-06,0.05080077249157951,3.67865553245648e-06,0.001987725936889026,0.10969529679536008,3.821048063360766e-06,4.569544964668975e-06,4.407892071239951e-06,9.263696293088697e-07,8.943722187769563e-07,3.91387814588528e-06,1.9310042908747897e-06,1.843322835684194e-06,3.641128783636036e-05,0.046175484514437,0.642513310584156,0.31405521090376204,0.32845809968039386,0.46088138438693355,0.30681691163116614,0.23211206119556568,0.019046604195914314,0.0555808509826981,8.10807454160439e-05,1.6401074730414109e-06,2.530124489700987e-05,4.4294625605646646e-05,0.0001057279996322942,2.575825192642882e-06,2.039800056688946e-06,6.187743727427147e-05,0.0001250918026870316
1,0.005452297295616185,8.273236659304987e-06,4.6057668417304846e-07,1.5388863064961643e-05,6.701518851141952e-08,2.562424328163581e-05,0.00018761764100892162,1.645209038815987e-05,1.6717106531545867e-06,2.5979439982665586e-06,2.5184398303307284e-06,4.6272613879398495e-06,2.603928582190743e-06,2.878216948949404e-06,2.22524247364354e-06,0.03995798335842572,3.3658744660743574e-06,0.0011959092279832126,0.1538886316284824,3.4603620339196365e-06,4.366683895349285e-06,4.2773708154655255e-06,1.0975281364173777e-06,1.109713329855789e-06,3.6866927196885604e-06,1.9432953246378553e-06,1.953357391574117e-06,3.891204820863054e-05,0.044700420139857394,0.6668507440663374,0.32424428445630454,0.3426064596100329,0.4186137133070282,0.26647769151863787,0.24256973442050228,0.00423612680476637,0.019570568298036183,0.00010126199533306062,5.257147510611604e-06,3.8004205121999e-05,6.508069035638022e-05,0.0001412163322132804,2.778875211837043e-06,6.401391265260963e-06,4.723640624369145e-05,3.156493650022232e-05
2,0.004696950384146074,9.765596254167012e-06,9.803690081768679e-07,1.302038288133186e-05,2.3601507486872656e-07,4.4031756329403646e-05,0.00015543312423683218,3.1569990332750886e-05,1.6776154490026714e-06,2.6071204241663238e-06,2.5273354325844592e-06,4.643605743812649e-06,2.6131261467643814e-06,2.8883833515250965e-06,2.233102447793108e-06,0.016228661572077457,3.377932732665343e-06,0.0012219366767528526,0.13020384348042457,3.482299522833842e-06,4.225410308824732e-06,4.01633122160392e-06,6.948922517645231e-07,5.576040752843939e-07,3.57234471393602e-06,-1.2920792215733728e-05,1.6727139935038617e-06,5.2069557340677616e-05,0.06328873154095079,0.4011165554958665,0.1915666304627987,0.2095499250330678,0.836787186695503,0.13952042193535763,0.1324476927843458,0.0019172244729275395,0.00512501877657132,3.0485901512982074e-05,2.640923530496157e-06,3.593490934337551e-05,5.4598959615764985e-05,4.308297538969912e-05,1.4448885699218455e-06,1.618271804147685e-05,4.790533481055446e-05,0.00013694152976233113
3,0.003087185787463488,1.2926719428426095e-05,6.323624456943726e-07,1.1859559260338604e-05,1.1063420534699083e-07,3.7829496464959116e-05,0.00017211554940117172,2.3840190507283846e-05,3.987071618550174e-06,2.804468256079868e-06,2.9718218590271955e-06,5.559391373080218e-06,2.946235370054374e-06,3.396370080318676e-06,2.6735037161711526e-06,0.019149661070874284,3.907433034215483e-06,0.0010210747749739766,0.11859558891623294,4.036369639922305e-06,4.896751124475956e-06,4.7973313560404005e-06,1.0286725657877327e-06,9.83450025335846e-07,4.1998556546238555e-06,2.116453333680546e-06,2.102465686941763e-06,3.2281441126392384e-05,0.05304008951256905,0.6761768074644803,0.32540695058964764,0.35076985687483264,0.38983798966178634,0.27795250576469127,0.259144102480209,0.005111021789297254,0.013681691482017515,1.5690013167451278e-05,7.5203088688012e-06,2.692519755206138e-05,0.0001306021227666913,9.8148347752597e-05,1.4500738332932108e-06,1.3517029736179262e-06,9.35002384633875e-05,3.2752337003289974e-05
4,0.005545849850076276,1.0665428269951577e-05,3.3014766898458743e-07,1.371609182782589e-05,6.958135943006922e-08,2.848231923877503e-05,0.00019853356012825775,1.923016812541781e-05,3.924016277802736e-06,6.30765636985653e-06,3.2598509624182917e-06,5.1158806564550106e-06,3.2669181044636964e-06,3.72554693739404e-06,2.460220790690456e-06,0.08761169895107583,5.2027047993552705e-06,0.0021088333295940925,0.13716091561830138,5.470708558767166e-06,6.571638899366576e-06,6.334094261390225e-06,2.107390464321761e-06,2.0180367539735155e-06,5.636590811722218e-06,2.8120653680948832e-06,2.7187008590507586e-06,5.643737752493302e-05,0.05562440584076817,0.6419259842541083,0.31673835370876796,0.32518763054534033,0.4703848020597468,0.2821067498847923,0.22266452265860992,0.02451333403203098,0.03487152156131045,5.7371632840923575e-05,6.0249012579334e-06,1.0691573811291122e-05,6.999623644717095e-05,7.575545072696985e-05,4.5080979912733715e-06,1.8518889694548668e-06,5.598848976938671e-05,0.0002967436596012328
5,0.004982665096942639,3.133519504247179e-06,2.512952513825929e-07,5.236492935635994e-06,5.06547611552704e-08,1.6259997434440084e-05,6.679711186112005e-05,9.681294653503266e-06,5.700931256676949e-07,1.4291757904253715e-06,1.3992054022037148e-06,2.5568801900424177e-06,1.3975999466384932e-06,1.599092157423891e-06,1.2295999508956434e-06,0.03736264430424453,1.8823570791345963e-06,0.0017929983626587766,0.05236492669944404,1.931180264222501e-06,2.338119910243297e-06,2.2704175475638945e-06,5.049138909247144e-07,4.94367253837219e-07,2.009760907392544e-06,1.008798933564674e-06,9.767614270859184e-07,1.8951590797972253e-05,0.022001524858601938,0.6359299942044107,0.30787248535651573,0.3280575088478949,0.4442005360990759,0.3515382386580216,0.24993287535717584,0.054093677125375626,0.047432543999719766,7.914217575036668e-05,2.182469792872052e-06,5.745519743680228e-06,2.1968959473810926e-05,3.325973150947379e-05,4.47097391290598e-06,7.931211472941541e-07,4.790860921086046e-05,7.210436700322708e-05
6,0.003899432848188916,8.455191974282694e-06,1.5040126139587963e-07,1.0152926650377047e-05,3.694643153389811e-08,1.590751619376416e-05,0.00012509906190433852,1.1522595281680775e-05,2.0923866917970523e-06,2.2790477668013583e-06,2.4243233455442937e-06,4.545985509540434e-06,2.435896849553184e-06,2.770653427152481e-06,2.186156345414333e-06,0.08279973466845676,3.1852556855548306e-06,0.0012265544363701693,0.10152927742578584,3.2820496516159356e-06,4.049413845123687e-06,3.936048435270604e-06,1.3300651480768392e-06,1.320551497844366e-06,3.464903989098553e-06,1.7747827880475755e-06,1.7330651603245818e-06,3.452385187852734e-05,0.03587339142711362,0.6429362511251997,0.31466581774280533,0.32827043338239437,0.4541993544857456,0.31837355454035526,0.2209249062712424,0.03920428675859047,0.058186877219087524,5.7484291434883395e-05,3.825467692237496e-06,2.052228740004843e-05,6.889828911771412e-05,2.977564560565559e-05,3.5611973564012688e-06,2.6477537110448692e-06,8.08607779256927e-05,0.00010926575582305943
7,0.010698666653697,2.319806083284096e-05,4.1264794717965293e-07,2.7856045230339106e-05,1.013679605249263e-07,4.364460670848933e-05,0.00034322764722729805,3.161393225720504e-05,9.60996129041447e-06,5.81869967960529e-06,6.83881937915707e-06,1.328699227615982e-05,6.838538994099001e-06,7.815786065865452e-06,6.389695088329282e-06,0.062114052395298006,8.684559168291548e-06,0.0009910052336086302,0.5650764869825468,9.067722874208656e-06,1.0998892485723463e-05,1.062308888758066e-05,2.8181765047484378e-06,2.647229239657132e-06,9.392470105683748e-06,4.72050150341442e-06,4.551946273349764e-06,9.090365720054322e-05,0.11573769475095096,0.5114311079505077,0.2434443266682127,0.26798678128229503,0.3653329686305474,0.3021762343005561,0.19951149288206174,0.03071968792466001,0.0717522887664121,0.00019276472742228186,4.146374386356526e-06,6.281163810911666e-05,0.00021122537278594138,0.00014661206287583644,1.555603838606868e-05,2.1667791910776028e-06,0.00017128396250919606,0.000262401078168752
8,0.010180116267477118,1.0335116730904296e-05,4.869942055858497e-07,1.6064499775600205e-05,7.235075172158567e-08,3.1142148876161976e-05,0.00016504240996094172,1.774966747038778e-05,1.3467580964450243e-06,6.9355504288209286e-06,2.2401120771061646e-06,3.224739695917875e-06,2.2817374595265192e-06,2.5601286795169745e-06,1.5507700776541257e-06,0.08653774183143713,4.133236953445614e-06,0.002623382859029117,0.16064500380006555,4.175069324341455e-06,5.230710549323109e-06,5.049699127510078e-06,1.39671683488847e-06,1.40057510007154e-06,4.447909113419361e-06,2.27693532689523e-06,2.216933507621175e-06,3.77137017913007e-05,0.04874578597709396,0.625038959657372,0.3029069350270883,0.3221320246302836,0.48199750378760314,0.29834076925785397,0.23305660408938078,0.021365350439726705,0.04383601933855184,8.279539019463943e-05,5.283811530135682e-06,7.663152517543011e-06,4.828500582698611e-05,3.592429529638488e-05,1.0298906332593449e-06,1.6934113171667717e-06,4.391087249814667e-05,0.0002701865113618542
9,0.0020838632948418285,1.2479257041962151e-05,1.4044216838330015e-07,6.150848745178e-06,4.3878235190417225e-08,1.6754311997552074e-05,8.626856594164265e-05,1.2785884622759104e-05,3.5928513407629667e-06,2.0420495638095386e-06,2.3845769626333728e-06,4.624740903555888e-06,2.3787858799299313e-06,2.7252321255277267e-06,2.2240296724714055e-06,0.04539254366279096,3.0501782500268506e-06,0.0010364381599835936,0.06150847848829753,3.2025758073193154e-06,4.089896328740589e-06,3.985057235107765e-06,1.1874044540921518e-06,1.2626089898019772e-06,3.380257727286869e-06,1.9057770973410776e-06,1.9458833277912186e-06,4.423582307532085e-05,0.03835330367302941,0.6827114435267831,0.3365680596234625,0.34614338390332067,0.3864423445226727,0.28418216410643643,0.2502218846078084,0.006727200668181515,0.027168835440709433,6.424338973706768e-05,3.8125817218128643e-06,2.603271561888822e-05,4.9599375075320795e-05,7.289032416486601e-05,7.853652064814299e-07,1.4250876809961634e-06,9.457102991399851e-05,5.68044241336005e-05
10,0.001776163082345093,4.6674070758827294e-07,2.55360144411779e-08,1.655677553800363e-06,9.77128293956583e-09,2.484113873918905e-06,1.6813346783410744e-05,2.009401919779507e-06,7.219683315275043e-08,3.323229102086576e-07,2.9098733260087776e-07,5.195026727685845e-07,3.0501728704040926e-07,3.325567227644515e-07,2.4982791513787416e-07,0.027847315613435276,3.9999082618479697e-07,0.0004294988655394525,0.0165567770193503,4.216020726731533e-07,5.183055845120368e-07,4.995665491114641e-07,1.257911550171297e-07,1.1603708772807608e-07,4.325884602477097e-07,2.2883683243192333e-07,2.2818343844038963e-07,6.820188940407343e-06,0.006706096420459217,0.6662785046682186,0.3165709903539383,0.34970751431428027,0.38781455690507005,0.32490376556581996,0.27388018072327763,0.015521710574613934,0.03533572322228717,0.0001657506816758278,7.001519513549236e-07,1.8625897008008774e-06,7.323969212156377e-06,5.811828125393394e-06,8.375926904494725e-07,1.0892353525489682e-06,1.8043374692946026e-05,4.367654815205716e-06
11,0.006319066066678121,7.57298303240559e-06,6.758343064732105e-07,2.0416079994938363e-05,1.0951696075983531e-07,3.2142287353236066e-05,0.00021446669273451517,2.0256405816279283e-05,1.6763077853273714e-06,3.7554525530077457e-06,2.433141777699972e-06,4.01952026215953e-06,2.429248261800944e-06,2.7807308610857493e-06,1.9329814530709093e-06,0.03402277911766822,3.627042943137864e-06,0.0011262600561732672,0.2041608142498673,3.7905196676983306e-06,4.570565564668964e-06,4.4471920538684775e-06,1.040110926226221e-06,9.148488782747117e-07,3.8919803254670945e-06,1.9972717698036326e-06,1.937224293760877e-06,2.960103319153983e-05,0.05247513343913298,0.6419498017519563,0.3056409980736408,0.33630880367831545,0.3913820402500704,0.33527902330502135,0.25863134209276856,0.02508224774952802,0.051332550268764224,0.00023652199386614269,2.880050820147629e-06,3.0054252557091438e-05,5.2416110721919644e-05,0.00019035354072837504,1.118894044440694e-06,4.972842608492487e-07,5.4009496043089495e-05,3.255036143104885e-05
12,0.004585826279407335,4.932322928031605e-05,4.01807250239468e-07,7.119627840673023e-05,7.845910667455978e-08,2.8791039985400596e-05,0.0003571371090133212,1.99458373853147e-05,3.6375718632449274e-06,3.0908011162943333e-06,3.5334955066318113e-06,6.787361149718633e-06,3.506248068060801e-06,4.038283188353335e-06,3.2640303486774146e-06,0.052115806336675057,4.495462055839672e-06,0.00029412365149110876,0.7119627808708541,4.719610709624687e-06,5.727094682609291e-06,5.5752999192478825e-06,1.5519350117411195e-06,1.5916257669043875e-06,4.903525212035615e-06,2.4834896385620304e-06,2.4335519834233397e-06,4.113437624122274e-05,0.05851783564395784,0.43953447287625147,0.21052721767686558,0.22900725519938586,0.33726182637467333,0.22973787195342668,0.16917430939815453,0.02734789837469087,0.033133469795751706,8.219438482959353e-05,1.984111566579003e-06,2.5621090142410274e-05,9.231552173394707e-05,0.00012541223502274683,6.4085600666957754e-06,1.8478271621825762e-06,7.328400167136586e-05,0.00012976212388219414
13,0.001965027011908715,2.4440576875148558e-05,3.931603441488349e-07,7.67014991698297e-06,1.2648989547885942e-07,3.593820873173047e-05,0.0001488568673243769,2.6400425397193692e-05,1.3062212908011946e-05,4.800204019702544e-06,4.039678637661232e-06,7.074161657500876e-06,4.02511567490649e-06,4.6167707307684434e-06,3.4019500154643602e-06,0.02831026365157581,5.642210622757845e-06,0.001451149992925387,0.07670150443764585,6.036662431515036e-06,7.037315265933549e-06,6.789144481346415e-06,1.6762474255050982e-06,1.6303551173608272e-06,6.037308163819213e-06,2.873049943795244e-06,2.7561214178729795e-06,5.8744182250674925e-05,0.07361914699470404,0.6538832584382273,0.30915850142117,0.34472475701705724,0.4003087140424501,0.33535030996956666,0.2660303806842556,0.030281446474854798,0.03893652507821771,9.62934137808701e-05,5.924753109157003e-06,5.6529144343684914e-05,9.852828784788306e-05,0.00012873818117925743,9.0868493607834e-06,7.254914494647379e-06,0.00024951956229900924,1.0850153175051979e-05
14,0.006973137463996767,1.4233472540170814e-05,1.6986158927167285e-07,3.344328383151828e-05,4.3747773327502575e-08,1.5402551625261917e-05,0.00015455671801977732,1.1046495471149703e-05,8.660124908431483e-07,2.1710028270153836e-06,2.01828537550441e-06,3.6445661946692646e-06,2.0141751783746013e-06,2.3066146051773e-06,1.7526666334484978e-06,0.11278864476798567,2.73428116602549e-06,0.0005728624779946801,0.33443283199602936,2.8307554053410667e-06,3.413331889163857e-06,3.3000789239981862e-06,9.671683985472235e-07,9.38784410212963e-07,2.9452364842213267e-06,1.4494599188438468e-06,1.3972362376651008e-06,3.312792785775051e-05,0.03047480385283292,0.5937476479469903,0.29529128818019984,0.2984563597667905,0.4395740437095472,0.31810068428425853,0.2104525333865082,0.07784097933271387,0.029722000367827853,8.24237392341316e-05,4.031428273473927e-06,1.2095240078590009e-05,3.925513381166494e-05,5.7341232840758574e-05,3.3165203004734278e-06,3.8009119941304844e-07,4.382599557157841e-05,0.00011450015538763773
15,0.0037353930744692173,2.3613403880108047e-05,2.54125322180284e-07,2.6327946355872045e-05,5.5863121558542854e-08,2.1476748149969706e-05,0.00017798309526045596,1.4834382521625146e-05,2.631753862445216e-06,2.2069228154571783e-06,2.791866066083924e-06,5.579848074770328e-06,2.816733848735549e-06,3.1907040755244844e-06,2.6833403143061293e-06,0.05152685892250386,3.4807604340987857e-06,0.0004973535602687306,0.26327944638193235,3.4883147154089427e-06,4.560409204732296e-06,4.346470555841867e-06,1.2854477252305817e-06,1.2394770314480308e-06,3.789553513602455e-06,2.043501451003256e-06,1.982720159292439e-06,5.2078261865206906e-05,0.04481739515097706,0.6108766952358128,0.29557746904460186,0.3152992261912109,0.4503228027594811,0.3189624391699181,0.24158626684551318,0.029316220230553084,0.04801087555633804,4.9076537513780124e-05,5.126227069285365e-06,4.2511246482436946e-05,5.1222508917214656e-05,8.317698179541987e-05,2.9267331305631287e-06,5.517488902269104e-07,8.505118458100057e-05,7.998006564683157e-05
16,0.0026620299110186882,2.5661346685362534e-05,3.9055492576200194e-07,1.7312987719615193e-05,6.864021853158304e-08,3.528088960947894e-05,0.00028495167547752936,2.3175407484214032e-05,1.741833096538067e-05,4.722783536487897e-06,6.101632753338954e-06,1.2308639205069173e-05,6.25412427698443e-06,6.97329348765074e-06,5.919206298541505e-06,0.0518912743468578,7.563640478067172e-06,0.0011705924413608919,0.1731298567167611,8.340997043462508e-06,9.609135739252531e-06,9.16583686562154e-06,3.6133563131610403e-06,3.4751470710112665e-06,8.241561607100371e-06,3.7190497641231044e-06,3.7779375292453087e-06,7.744197902956733e-05,0.09408338737947018,0.6410429992010154,0.3238789015939003,0.31716409760711506,0.514565631136997,0.2029972035188698,0.1895980481710896,0.0031442336128597818,0.010163563857549173,9.89710338188309e-05,6.6909499501485e-06,0.00015198347830217818,9.177002678685946e-05,0.00014271826416470976,1.5581668506328614e-05,4.5501177344693215e-06,0.00013996721864003252,0.00020805392057654035
