,ciudades,ciudades,COM,ED_SING,EQUIP_EDU,EQUIP_OTR,EQUIP_SANI,HOS_REST,IND,IND_MX,OCIO_ESP,OFI,RES_PLU,RES_PLU_MX,RES_UNI,RES_UNI_MX,SIN_EDIF
44,Mostoles,Mostoles,0.08378990588909391,0.11199959023939729,0.31313684450537144,0.5129552341285183,0.1552674073732729,0.07299326893743037,0.3484141798109959,0.6220752545419613,0.018727006506804596,0.18195797021654986,0.5008707590564366,0.16770531385484577,0.3130182761769662,0.017348874225253153,0.3261272970056512
45,Murcia,Murcia,0.08359169367153906,0.03513467304712885,0.032842350338723965,0.18660998342470156,0.0026254775109610766,0.009127406502312826,0.20469987442037046,0.10933218149330419,0.09467867135235955,0.06380027474047202,0.2226061396940244,0.16031501716720498,0.4380046393833103,0.0663555675668032,1.0
46,Ourense,Ourense,0.0,0.020550092934843184,0.06011466823247488,0.13019694577268456,0.04715150573017664,0.0017098778321079644,0.05475235392248412,0.21294056520209867,0.024438948222168334,0.02557661080094684,0.19856073207722028,0.1974144171118572,0.7887324367789132,0.046584057408136675,0.766255404477804
47,Oviedo,Oviedo,0.041847312251240276,0.016892102716632,0.17212892970627344,0.315885638016576,0.4412810595733227,0.03332324410310018,0.27511850317291775,0.3005453689074176,0.06238479874711792,0.06429167403071853,0.6988692226198584,0.44779067411042717,0.21231762949155536,0.04051954073445729,0.5816952375045301
48,Palencia,Palencia,0.16255245354483666,0.049976258187549576,0.19469050561779672,0.23149469956778537,0.5761205483632296,0.019137739358366178,0.8011364604773789,0.5670124984663636,0.01878439908633313,0.023508829339387808,0.37802169996996343,0.24993445199300296,0.33990406769859594,0.02541748793507587,0.29205403921194023
49,Palma,Palma,0.09909555393238138,0.0609918386323849,0.13723282922460642,0.2696273809904718,0.09744078113168735,0.44900573029590907,0.13852633261934896,0.17687924404483749,0.03283368608008846,0.10683974295542324,0.36434701673332986,0.4014858917715101,0.4474547383531667,0.09337417177417562,0.6401399731739879
50,Parla,Parla,0.25725517463380204,0.04473962376548121,0.11021409588260661,0.37077923617682784,0.08567723876936553,0.02863287469273372,0.6085922186381284,0.12529975851317676,0.022081783274410093,0.24651396914926627,0.4084715337385262,0.13621428911597208,0.17574473141203562,0.011918973806935813,0.8195754502990471
51,Pontevedra,Pontevedra,0.060875827041012326,0.012599648866638434,0.14119582976091527,0.17555854780393107,0.04998539667213649,0.014592138304225474,0.421513233021961,0.17273194976454043,0.43987964098767485,0.045878796685065046,0.21872816984480506,0.3222474658204624,0.5389296024672269,0.07021611922003167,0.6806877146409029
52,Reus,Reus,0.06983260182040414,0.12412964517648611,0.05315310493894347,0.27978783207192814,0.17161301675373944,0.0024342202058965628,0.366957424679485,0.5262060680656048,0.03658909067343246,0.03649589851009824,0.16011494455628683,0.21393000851889016,0.38210306185375437,0.04730533112104786,0.6455574282963854
53,Sabadell.shp,Sabadell.shp,0.18654973065880381,0.026043999351493614,0.11684352643741747,0.6222887249616634,0.0964101111966349,0.14644693921753937,0.5320606905897688,0.14537244413154965,0.08487164744580886,0.08330437140070379,0.4891897473815741,0.3554224642343447,0.3773890817501585,0.05134042707959072,0.4961674484064295
54,Salamanca,Salamanca,0.0866085123797075,0.0762171427969629,0.3084920309509176,0.6376893452319592,0.18669092269273138,0.14490550610679012,0.2663757152547773,0.5735799802266447,0.10586924511468619,0.05340811995126643,0.49357963168102986,0.4051192315874578,0.09138007596679093,0.02214464535651287,0.4961829378882226
55,San,San,0.11028865603452866,0.04085961833483405,0.14394035819415915,0.1337136771712081,0.03296325876878311,0.016058059290747224,0.26951458729056804,0.1336429549914212,0.19360640344893426,0.02277483021572616,0.3719694450222164,0.15670588125749,0.7840619888570011,0.07988726180044572,0.5209669255019749
56,Santa,Santa,0.47846531176372376,0.030209739308449238,0.19442599674230612,0.5120661640736343,1.0,0.02349163023779309,0.033627746317667184,0.24841514221792674,0.10726839726093734,0.04462415425239255,1.0,0.9509736223956434,0.3621982452121024,0.06224700385864989,0.0
57,Santa,Santa,0.06485688677629883,0.025945791682692752,0.09750004461714423,0.2266532796432613,0.10664508567964517,0.028630359248382573,0.28313568433752206,0.1494410557001158,0.05120950214809123,0.06839051206439935,0.49422435882950205,0.3602464441887969,0.3909232883833377,0.052727700953306776,0.7343395477132666
58,Santander,Santander,0.09059515099058417,0.07635768125049976,0.12788983864094294,0.477905917013828,0.20798520235429227,0.12570729103535236,0.27993204191016735,0.23379091937297106,0.023193248800731002,0.10229652388749863,0.6906210103224076,0.315961830834191,0.3563720846377811,0.05011372285743233,0.4679359692597012
59,Segovia,Segovia,0.06697986118642217,0.18798673746812175,0.10341060628844345,0.3376170487372502,0.1971715759297121,0.370563222562219,0.5041833072643184,0.17046205733589573,0.004935114250299275,0.011008871519155406,0.4468984193005021,0.36547041487983245,0.2477904322625209,0.03670739856073794,0.4760561775759394
60,Sevilla,Sevilla,0.30256692580232475,0.1392557857549323,0.25975957141075323,0.3221525044824063,0.10205485226705716,0.11533674762559798,0.16757942583976448,0.15762960564368747,0.6532170985464917,0.3702426162227157,0.8140762968728075,0.5101735089478112,0.3930558633025556,0.10906314275174113,0.19000421713564103
61,Soria,Soria,0.10255791938369015,0.027696262073685925,0.11117531031504188,0.20933430195770195,0.19483215719292946,0.07190993789788513,0.6995997724184179,0.27941044333657267,0.03431866712061363,0.11700437431595127,0.4148361319542834,0.15901141464600937,0.15831371256845445,0.10197640327238212,0.7352875119351614
62,Tarragona,Tarragona,0.0568471481957291,0.11007484394638277,0.06540147225007974,0.38534285320059847,0.04269094814730062,0.11483563204276998,0.33535808453560484,0.2149758395606194,0.11617630132584093,0.3249292276807124,0.19024577158532202,0.1610951874467453,0.380891086158967,0.041345438897063755,0.7615961845191641
63,Telde,Telde,0.14006956048620284,0.01479593335116326,0.05011996083623167,0.010285232910493727,0.0,0.0,0.5029224674034103,0.1765409792348959,0.06519785700090419,0.009508486280137743,0.23645574350153556,0.022113640604298712,0.4201261114988895,0.046600102255883825,0.9740319024238409
64,Terrasa,Terrasa,0.29956695979403575,0.047148965873068514,0.06899361489097687,0.21751868392762877,0.0184859805590104,0.0418718422599439,0.5366781953978466,0.2638676251952859,0.0662273394066936,0.05547838222423379,0.44920057141592895,0.25465460050797206,0.49956432482351615,0.06099159912504317,0.524895142458145
65,Teruel,Teruel,0.0504681247930783,0.03034493303665567,0.12999635603582102,0.08384575677561126,0.1907370527673793,0.14111533038140722,0.7659572228746899,0.2997312539405807,0.003889970598812258,0.0,0.20822196279740418,0.10816577875598973,0.39307614911361655,0.018369138755015037,0.6933718301112839
66,Toledo,Toledo,0.011354266688246892,0.16707134120119138,0.11106545695477493,0.21680838482123985,0.3149348181572061,0.25200817499406797,0.20137475806550142,0.16572598393909505,0.0,0.08139232432528551,0.1371248243301306,0.026932529841664457,0.5622936578341047,0.09047722920933957,0.6331513018127402
67,Torrejon,Torrejon,0.025371025512388297,0.9999999999999999,0.03150041897874877,0.0977798563604218,0.02413948716056579,0.017321367571965146,0.1042622719861431,0.31038238513722916,0.056573036566525396,0.0298003057674629,0.17652815773365924,0.034441435707369836,0.04012416778959002,0.008943867953162614,0.11830941545975404
68,Valencia,Valencia,0.34037713582355256,0.05302425164780309,0.2231637753828674,0.39399507394161515,0.13098140044527812,0.07922695277157706,0.14703816356794985,0.27526519375351605,0.19173345772322145,0.12231797631975376,0.6399573548532678,0.9382673064263923,0.12497790237527708,0.019164469799663506,0.5062537562234699
69,Valladolid,Valladolid,0.06190454033319727,0.07686159744725708,0.1458918623613366,0.631451002094463,0.15568735909965498,0.09146100639747881,0.7499286444786426,0.4939458916233678,0.1430605343143949,0.06693748164068794,0.3906448362532873,0.2679402010948786,0.2697986828510134,0.03435431178262658,0.35724016122604657
70,Vigo,Vigo,0.031451079388827824,0.03300444286679215,0.1533593041323111,0.28516669182047527,0.03718520263669642,0.035894371039628274,0.18868031756874376,0.41737055784005805,0.13481840779709203,0.04799745187521191,0.0,0.3371454806175682,0.11969868757114084,1.0,0.5529822312046451
71,Zamora,Zamora,0.14368944065354722,0.04750075171024632,0.14021977037870686,0.7153628386506405,0.229863960156708,0.042105656464780705,0.5045461868974954,0.359157171584553,0.051274611980708706,0.016206595433099807,0.4153106596294101,0.22949517876616032,0.2990597306100609,0.06522324157855783,0.4901831259313643
72,Zaragoza,Zaragoza,0.07915751931169246,0.07306128977102788,0.09572049673603902,0.2978249449830087,0.0872687920791638,0.011864948244615542,0.5252174738027471,0.7071940008810434,0.07125245125337877,0.025817033155609705,0.3286008764688288,0.35881028338797166,0.201481640891278,0.031114512099515174,0.5878870414811614
73,doshermanas,doshermanas,0.10930838322799984,0.05173837130099387,0.08461993335737,0.5192978577441563,0.024137201111859463,0.026558241422283378,0.44884390586566447,0.2450644741476313,0.002034613739327163,0.01406478665086119,0.06985375809352884,0.02507610734472633,0.6131581664881784,0.0587095804001274,0.6683290708634173
