,ciudades,COM,COM_iqr,ED_SING,ED_SING_iqr,EQUIP_EDU,EQUIP_EDU_iqr,EQUIP_OTR,EQUIP_OTR_iqr,EQUIP_SANI,EQUIP_SANI_iqr,HOS_REST,HOS_REST_iqr,IND,IND_MX,IND_MX_iqr,IND_iqr,OCIO_ESP,OCIO_ESP_iqr,OFI,OFI_iqr,RES_PLU,RES_PLU_MX,RES_PLU_MX_iqr,RES_PLU_iqr,RES_UNI,RES_UNI_MX,RES_UNI_MX_iqr,RES_UNI_iqr,SIN_EDIF,SIN_EDIF_iqr
21,Elche,1.6327307131921622,atipico,1.1295430991849802,tipico,4.992758153705876,tipico,2.9418323133923105,tipico,0.5843341404933291,tipico,0.5592652423973206,tipico,9.980972389745958,4.070929295561805,tipico,tipico,0.0679321087613136,tipico,0.1121228773194756,tipico,5.433237545294369,5.892479035558332,tipico,tipico,29.35282308243976,4.71991082840404,atipico,tipico,28.529129174548967,tipico
22,Fuenlabrada,1.5763750653075737,tipico,3.103558961003816,tipico,9.869639675055144,atipico,5.336265828424896,tipico,1.1340419881875623,tipico,0.8271746267148734,tipico,21.77993799021661,13.700932888700397,atipico,tipico,0.0397135616522868,tipico,0.1545103429612517,tipico,8.417062138237766,3.013156588859877,tipico,tipico,4.4129217945344,0.1671695064222715,tipico,tipico,26.46753904372128,tipico
23,Getafe.shp,0.92257324437686,tipico,5.944772847906907,tipico,3.707957824853884,tipico,5.074955565751529,tipico,0.9133233060224056,tipico,0.2150498833121022,tipico,11.9445582254791,16.378236092921473,atipico,tipico,0.0575225881655563,tipico,0.1775133253041284,tipico,7.666633215788039,2.368854040992884,tipico,tipico,10.647359992540403,0.2620898707309931,tipico,tipico,33.718599975853735,tipico
24,Gijon,0.3904054569552938,tipico,1.4723475986349384,tipico,4.241832786128382,tipico,3.9685420045659217,tipico,1.0333336972400524,tipico,0.2765532844084483,tipico,19.175824062809667,5.828178119997766,tipico,tipico,0.0758508178645289,tipico,0.2889261128544352,tipico,6.577123462948996,5.622751194919355,tipico,tipico,15.217091717625475,1.3708619257215755,tipico,tipico,34.46037775732517,tipico
25,Girona,1.5526649614457937,tipico,2.7772993370144854,tipico,6.866535440514039,tipico,10.2383539689184,tipico,1.3786749035028476,tipico,0.4616228455522465,tipico,9.456123618422556,3.210505700868164,tipico,tipico,0.2555627582637738,tipico,0.4205639291388054,tipico,1.61280351557113,15.891308465316293,atipico,tipico,6.078934954905364,18.63831235327092,atipico,tipico,21.160733247295184,tipico
26,Granada,0.7867393846388349,tipico,5.630499208796464,tipico,8.011628952030868,tipico,10.406479236507549,tipico,2.2049248621532023,tipico,0.8324404583101812,tipico,7.268164939730465,3.157176679425712,tipico,tipico,0.1042621293537775,tipico,0.6568433471860062,tipico,11.252753184459095,10.617461467519188,tipico,tipico,12.73520630105772,1.406637848330846,tipico,tipico,24.92878200050009,tipico
27,Guadalajara,0.7886345383434636,tipico,2.7740057800838973,tipico,3.0920393838650524,tipico,4.482979845742229,tipico,1.277402614683477,tipico,0.49844228300415,tipico,11.256642106628089,6.443408606581584,tipico,tipico,0.6916752263594637,atipico,0.3208713710693019,tipico,5.904443278259376,4.229861865906671,tipico,tipico,10.234455247119971,1.50281502441634,tipico,tipico,46.502322827936936,tipico
28,Hospitalet,0.8500005695527805,tipico,2.077969765458165,tipico,5.489684729083844,tipico,11.24464704144133,tipico,0.804690970712256,tipico,0.2419192186539926,tipico,15.445413726490036,16.511187691763396,atipico,tipico,0.0935942733813142,tipico,0.6848838681880649,tipico,11.579048230399511,15.729801480703218,atipico,tipico,2.8894685670521087,0.6971996094878112,tipico,tipico,15.660490257632176,tipico
29,Huelva,0.7965311547466559,tipico,4.439009299105879,tipico,6.604554044109923,tipico,6.447218534391536,tipico,1.996677562687696,tipico,0.2635369787782991,tipico,4.756432347509572,6.35091094508098,tipico,tipico,0.1557916885906047,tipico,0.2169739911112149,tipico,5.922661676499801,5.369725358919954,tipico,tipico,4.384941998304616,0.8763869806476652,tipico,tipico,51.41864743951561,tipico
30,Huesca,0.8664414937077272,tipico,4.857762121629658,tipico,3.178619084224114,tipico,4.0665897960269,tipico,1.424599692517441,tipico,0.1109396831382559,tipico,22.48759312708796,3.1939237143506363,tipico,tipico,0.0752238434352957,tipico,0.4493940998158005,tipico,7.282858572526724,5.579119347711528,tipico,tipico,4.512675194956513,0.5764844735811565,tipico,tipico,41.337775755290295,tipico
31,Jaen,0.7688569273710472,tipico,5.593794876220331,tipico,4.705977731336956,tipico,7.786917615455893,tipico,1.8761335116619065,tipico,0.3160661777927981,tipico,10.565062339386072,4.194477532489393,tipico,tipico,0.0232852369246733,tipico,0.343296146328121,tipico,8.391149485212525,5.073247047916994,tipico,tipico,14.14009509676827,0.8885312022610191,tipico,tipico,35.333109072873995,tipico
32,Jerez,0.6878015522601364,tipico,10.139193350429627,tipico,2.4508966064480253,tipico,5.804476360735491,tipico,0.6564372935538563,tipico,0.4571208713235674,tipico,7.64247672316544,9.227394317468653,tipico,tipico,0.1395986865239248,tipico,0.3939679706960382,tipico,4.348621387784574,4.342282372360984,tipico,tipico,21.18367629679063,5.472722301033861,atipico,tipico,27.05333390942519,tipico
33,Las,1.392163919120519,tipico,4.040699020032293,tipico,4.405229550121274,tipico,4.493545694462219,tipico,1.528123055214438,tipico,0.2579218670062411,tipico,4.801326682223438,2.3408070582120364,tipico,tipico,0.0870681536060276,tipico,0.5792303179759375,tipico,11.632718293244846,6.400505791735911,tipico,tipico,16.04245951896235,1.6235073652631389,tipico,tipico,40.37469371281933,tipico
34,Leganes.shp,0.3166574844186018,tipico,11.374022185555628,atipico,3.382208329696084,tipico,4.935211263418147,tipico,1.3237798311914373,tipico,0.246966823082842,tipico,6.316500239624878,8.486668342072505,tipico,tipico,0.0411859131458712,tipico,0.2735473046268537,tipico,6.560353549722761,2.113274227239704,tipico,tipico,3.706298603733953,0.0377585712658759,tipico,tipico,50.88556733120486,tipico
35,Leon,1.5361122822951825,tipico,2.3272608072429715,tipico,8.980955640122644,atipico,6.082925812748232,tipico,1.8513613734163097,tipico,0.3407643185647471,tipico,9.48601008167667,10.46239033415536,tipico,tipico,0.0897150691756787,tipico,0.838517140276838,tipico,9.799347369012397,8.552880713296934,tipico,tipico,7.773798611471616,1.0268371662303095,tipico,tipico,30.851123280314116,tipico
36,Lleida,0.3929968873504123,tipico,5.096824776928503,tipico,5.733201759294463,tipico,5.640394763470423,tipico,0.335792937337864,tipico,0.0972396073352354,tipico,13.569806911307191,9.600584225951014,tipico,tipico,0.0943513021668621,tipico,0.4086014890990064,tipico,5.381455297435987,9.844746166437195,tipico,tipico,7.821853472595734,2.0036244029866754,tipico,tipico,33.97852600030343,tipico
37,Logronio,0.8962966637210085,tipico,9.454445426946336,tipico,3.4950803627122338,tipico,7.020236182862845,tipico,1.622384342731637,tipico,0.1503772871918916,tipico,14.709956112554998,12.655717389720012,tipico,tipico,0.0453441095101349,tipico,0.1388403564976243,tipico,7.3156887570716815,17.597809664290097,atipico,tipico,0.7199728286346435,2.8793925200970283,tipico,tipico,21.29845799545783,tipico
38,Lugo,1.2371212369425235,tipico,5.381070762489926,tipico,2.610732608677404,tipico,5.469759564531302,tipico,1.1179247867330362,tipico,0.2886312346508395,tipico,6.200814879139619,5.8862250657516535,tipico,tipico,0.1362735124385007,tipico,0.4075749587808276,tipico,11.52503129967365,7.938830179718027,tipico,tipico,8.945221532009247,0.9021147667035918,tipico,tipico,41.95267361175985,tipico
39,Madrid,0.5301164324090116,tipico,5.122789435538696,tipico,6.123963402346553,tipico,5.972536897905605,tipico,1.7947469921030406,tipico,0.4875189682986749,tipico,2.564106594726335,3.135856439323803,tipico,tipico,0.1477044065988903,tipico,2.1411560207120126,atipico,20.73231802360254,12.386200650929617,tipico,atipico,8.72235155150361,0.567184613546651,tipico,tipico,29.57144957045496,tipico
40,Malaga,4.365901538266243,atipico,0.1192349018238859,tipico,2.4867050817643137,tipico,12.866715327805306,atipico,1.8404337792930232,tipico,0.0718582963463343,tipico,3.276692976928273,3.1434037710871228,tipico,tipico,0.7439713836235623,atipico,4.041745816577732,atipico,8.99747475892335,5.195558839930545,tipico,tipico,25.53463025846319,1.2669275024595033,tipico,tipico,26.048745766707626,tipico
41,Marbella,0.3703671487784536,tipico,0.5861469400316968,tipico,0.6245359302932286,tipico,10.714195470448583,tipico,0.3115174316431651,tipico,1.48979679291304,atipico,2.679312551890374,0.3824226518864232,tipico,tipico,0.0955554082251295,tipico,0.1160386792842213,tipico,8.534593573332844,3.9443193941445576,tipico,tipico,27.522987883082774,2.158483631503042,tipico,tipico,40.46972651254247,tipico
42,Mataro,0.739247223254962,tipico,2.86104095603828,tipico,3.142726270528372,tipico,7.880419252226734,tipico,1.2823810808113352,tipico,3.911256305719266,atipico,8.671810009665485,4.968552728171994,tipico,tipico,0.4361269862798523,atipico,0.3326786236551203,tipico,9.604930056134576,9.330182036288882,tipico,tipico,16.311520713695455,1.7530387806752132,tipico,tipico,28.77408897685448,tipico
43,Melilla,0.7015140660667109,tipico,19.48215100470922,atipico,3.391852767896652,tipico,5.7804242908471295,tipico,0.7049549689045611,tipico,0.2478654359245396,tipico,6.935277305800605,2.75261904319503,tipico,tipico,0.1273478140288361,tipico,0.1540492200505537,tipico,7.399764779882005,5.567105519414605,tipico,tipico,14.562812649034104,1.182724327940062,tipico,tipico,31.009536806305388,tipico
44,Mostoles,0.4971577444060485,tipico,6.841905741581276,tipico,9.15627354309702,atipico,7.102213768392844,tipico,1.6583440506517475,tipico,0.3347864733524477,tipico,9.239523577243856,10.686287834633749,tipico,tipico,0.0315389552440907,tipico,0.7923161903705832,tipico,11.147744122088366,4.066747315839423,tipico,tipico,12.314053507358484,0.4810470090529356,tipico,tipico,25.65006016668713,tipico
45,Murcia,0.4963207832205502,tipico,2.228160849262371,tipico,1.5193597767823763,tipico,3.239698783301295,tipico,0.2109178591734541,tipico,0.0883866116648523,tipico,6.317518441266111,2.1933676300340457,tipico,tipico,0.1204266308629205,tipico,0.3229697481762054,tipico,5.394407928633091,3.946599287840869,tipico,tipico,16.9435019742441,1.7332377996728514,tipico,tipico,55.24512589586491,tipico
46,Ourense,0.1433505985558059,tipico,1.3527350443876045,tipico,2.26242232098728,tipico,2.572012635531347,tipico,0.6331356567676576,tipico,0.0597691630199049,tipico,3.268779320751721,3.909505363761824,tipico,tipico,0.0382237490979364,tipico,0.1711375665703798,tipico,4.897250531314215,4.549744186033392,tipico,tipico,29.9343293116766,1.2280475644373787,tipico,tipico,44.97955698710696,tipico
47,Oviedo,0.3200530062266366,tipico,1.1331675966896062,tipico,5.31436687671666,tipico,4.769762885633869,tipico,4.370466805442272,atipico,0.1817361854579922,tipico,7.749272881606435,5.360564669127204,tipico,tipico,0.0826324985229955,tipico,0.3249216862843816,tipico,15.24151547281958,8.620245656745064,tipico,tipico,8.58413895946081,1.0730905287643806,tipico,tipico,36.87406429050211,tipico
48,Palencia,0.8297366140237933,tipico,3.119013141007505,tipico,5.929080377175304,tipico,3.770939511733364,tipico,5.649081455401854,atipico,0.1270073166413825,tipico,18.444291506804607,9.774245101779488,tipico,tipico,0.0316061228697436,tipico,0.1629239172747678,tipico,8.607744823601895,5.403590640119305,tipico,tipico,13.309893238572435,0.6872115774333012,tipico,tipico,24.15363465556125,tipico
49,Palma,0.5617866229341093,tipico,3.7802130729108874,tipico,4.363586480721094,tipico,4.222265379351164,tipico,1.1100034114682875,tipico,1.7854741324389534,atipico,4.972075282473684,3.3121966156590505,tipico,tipico,0.04804827022117,tipico,0.4939312856303201,tipico,8.325010172751822,7.867443906007883,tipico,tipico,17.293530129841304,2.4236016062672374,tipico,tipico,39.44083363132304,tipico
50,Parla,1.2296236779511396,tipico,2.804689048816985,tipico,3.6274331102405992,tipico,5.419465447636212,tipico,0.9984556910277256,tipico,0.1636403463052347,tipico,14.52947410551666,2.457849715933836,tipico,tipico,0.0354651141992483,tipico,1.0487457720351043,atipico,9.237318684291685,3.5547807897381283,tipico,tipico,7.229492399625532,0.3423053222712348,tipico,tipico,47.32126077441068,tipico
51,Pontevedra,0.4004018792334825,tipico,0.8755170618378695,tipico,4.471562534412878,tipico,3.1088976283896166,tipico,0.6600080107590267,tipico,0.1094700059667616,tipico,10.725776517318138,3.243502095461772,tipico,tipico,0.5244218806661274,atipico,0.2517819856671367,tipico,5.314227903081284,6.579222198258414,tipico,tipico,20.68172511821993,1.831880391067333,tipico,tipico,41.22160478966023,tipico
52,Reus,0.4382223169949782,tipico,7.570000964393414,tipico,2.072747319665877,tipico,4.342521134484039,tipico,1.813341194321916,tipico,0.0625637367391167,tipico,9.616545590439715,9.098339808378658,tipico,tipico,0.0524432915283318,tipico,0.2145112022606984,tipico,4.1023541433476325,4.818247038172381,tipico,tipico,14.872928307231808,1.246477134751968,tipico,tipico,39.67875681728947,tipico
53,Sabadell.shp,0.931066339051867,tipico,1.68250164786023,tipico,3.8080588111391735,tipico,8.396248983566434,tipico,1.100230089943135,tipico,0.6181769030339096,tipico,12.9734319466397,2.790327571237168,tipico,tipico,0.108949284559002,tipico,0.4004439942573536,tipico,10.906230172527884,7.118565990091426,tipico,tipico,14.698324235206025,1.3495795816634617,tipico,tipico,33.117864449223234,tipico
54,Salamanca,0.5090594538916628,tipico,4.694097740835687,tipico,9.029720787640883,atipico,8.578525656646347,tipico,1.9563173476529776,tipico,0.6122299246199697,tipico,7.571514160022433,9.88302687079217,tipico,tipico,0.1335231718353531,tipico,0.2816899918522983,tipico,10.996994425213009,7.92651306552685,tipico,tipico,4.104656899247545,0.6035857896768627,tipico,tipico,33.118544714545955,tipico
55,San,0.6090500667338061,tipico,2.571795345268982,tipico,4.546340053807963,tipico,2.613635510986235,tipico,0.4985956893969105,tipico,0.1151256522627911,tipico,7.63533383465279,2.596043883082152,tipico,tipico,0.2362036342793435,tipico,0.1600083231962244,tipico,8.48260977221564,3.887923624243194,tipico,tipico,29.76133765549032,2.078991853772349,tipico,tipico,34.2070051006113,tipico
56,Santa,2.163694750362565,atipico,1.9325462995842029,tipico,5.921873558937392,tipico,7.091691027821686,tipico,9.668515832849431,atipico,0.1438049933592621,tipico,2.8392729348076533,4.497095460486084,tipico,tipico,0.135160626160683,tipico,0.2467982902791359,tipico,21.467627166193264,16.800761475558133,atipico,atipico,14.135661292483933,1.6282581471554087,tipico,tipico,11.32723814396117,atipico
57,Santa,0.41721210675976,tipico,1.6766068242284926,tipico,3.281025616852193,tipico,3.7136380588479145,tipico,1.1972831745653232,tipico,0.1636306415096432,tipico,7.912278536995881,2.857718814945036,tipico,tipico,0.0695538367048717,tipico,0.3412031061317125,tipico,11.010324657589324,7.196992026707963,tipico,tipico,15.199626221607884,1.3850264043378258,tipico,tipico,43.577879972216174,tipico
58,Santander,0.525893238504306,tipico,4.702533430300598,tipico,4.109027026675928,tipico,6.687381585970237,tipico,2.158240227811851,tipico,0.538161598320349,tipico,7.847141948114748,4.254864284279231,tipico,tipico,0.0367658834103778,tipico,0.4758846937680763,tipico,15.070977305046188,6.477033249662859,tipico,tipico,13.91986246894274,1.3182355422055096,tipico,tipico,31.877997516987005,tipico
59,Segovia,0.4261764743502075,tipico,11.4029633113366,atipico,3.442064990559476,tipico,5.026968710982199,tipico,2.0557000795975453,tipico,1.4828363488241898,atipico,12.406627848514754,3.2059042881332758,tipico,tipico,0.0153980418413499,tipico,0.1132715378265442,tipico,10.03182425963952,7.281920927857469,tipico,tipico,9.89803839769846,0.975684868496787,tipico,tipico,32.23461991434163,tipico
60,Sevilla,1.4209548554277105,tipico,8.477933430641144,tipico,7.701954460174659,tipico,4.843935454658952,tipico,1.15375631354901,tipico,0.498151170771756,tipico,5.562783962276634,2.993351463960919,tipico,tipico,0.7740947583231835,atipico,1.5402211691090466,atipico,17.623510825158345,9.634436954261686,tipico,atipico,15.278616004469178,2.824477152705182,tipico,tipico,19.671822024512597,tipico
61,Soria,0.576406637424154,tipico,1.781677175184554,tipico,3.6536223928851626,tipico,3.508656338744222,tipico,2.0335165553489416,tipico,0.330606891207495,tipico,16.379843411731343,5.010492194552191,tipico,tipico,0.0497861717312781,tipico,0.5343072725354397,tipico,9.368911674285954,3.92540592053296,tipico,tipico,6.583853936424172,2.643400868905961,tipico,tipico,43.61951255850617,tipico
62,Tarragona,0.3833905775895403,tipico,6.72637464231277,tipico,2.4064667714567545,tipico,5.591835625753195,tipico,0.590838446034829,tipico,0.4962178247620037,tipico,8.974066514032138,3.9432170287846375,tipico,tipico,0.1455857154404889,tipico,1.3602271567828113,atipico,4.725332293002777,3.959282935676904,tipico,tipico,14.828037177686154,1.0941934027330045,tipico,tipico,44.77493388795199,tipico
63,Telde,0.7348014528116495,tipico,1.0073469875399808,tipico,1.990106167465992,tipico,1.152777065780216,tipico,0.1860217843011684,tipico,0.0531723107224493,tipico,12.380992400886871,3.306593700300728,tipico,tipico,0.0859246740147097,tipico,0.1073117019392873,tipico,5.6807591975559735,1.6997851797567287,tipico,tipico,16.281287942397604,1.228457533141977,tipico,tipico,54.10466190138467,tipico
64,Terrasa,1.4082873461403105,tipico,2.949307559429885,tipico,2.504338417727919,tipico,3.60552399020959,tipico,0.3613149849335634,tipico,0.2147173951865702,tipico,13.06731524328113,4.753045685438597,tipico,tipico,0.0871294968230995,tipico,0.2899134954363133,tipico,10.079423034930729,5.48032863318016,tipico,tipico,19.22364985655848,1.5961807687661558,tipico,tipico,34.3795240919575,tipico
65,Teruel,0.3564548263262423,tipico,1.9406611769010644,tipico,4.166421274607038,tipico,2.0234152170247377,tipico,1.9946847520054785,tipico,0.5976071083156446,tipico,17.72902580882529,5.347079916598797,tipico,tipico,0.014174890379728,tipico,0.0695420569893294,tipico,5.097003947695774,3.098781071393302,tipico,tipico,15.279367383375696,0.5071162204412668,tipico,tipico,41.77866434912061,tipico
66,Toledo,0.1912945680299857,tipico,10.147536177316578,tipico,3.650629324320642,tipico,3.597117123750196,tipico,3.172389323157504,tipico,1.02544101727542,atipico,6.249912039521748,3.127457409849776,tipico,tipico,0.0096223839210859,tipico,0.3928489536758671,tipico,3.627015628907303,1.7781284538476338,tipico,tipico,21.547121050413377,2.3495805990680645,tipico,tipico,39.13390594694482,tipico
