variable,ciudades,COM,ED_SING,EQUIP_EDU,EQUIP_OTR,EQUIP_SANI,HOS_REST,IND,IND_MX,OCIO_ESP,OFI,RES_PLU,RES_PLU_MX,RES_UNI,RES_UNI_MX,SIN_EDIF
Melilla_class.shp,Melilla,0.7015140660667109,19.48215100470922,3.391852767896652,5.7804242908471295,0.7049549689045611,0.2478654359245396,6.935277305800605,2.75261904319503,0.1273478140288361,0.1540492200505537,7.399764779882005,5.567105519414605,14.562812649034104,1.182724327940062,31.009536806305388
Mostoles_class.shp,Mostoles,0.4971577444060485,6.841905741581276,9.15627354309702,7.102213768392844,1.6583440506517475,0.3347864733524477,9.239523577243856,10.686287834633749,0.0315389552440907,0.7923161903705832,11.147744122088366,4.066747315839423,12.314053507358484,0.4810470090529356,25.65006016668713
Murcia_class.shp,Murcia,0.4963207832205502,2.228160849262371,1.5193597767823763,3.239698783301295,0.2109178591734541,0.0883866116648523,6.317518441266111,2.1933676300340457,0.1204266308629205,0.3229697481762054,5.394407928633091,3.946599287840869,16.9435019742441,1.7332377996728514,55.24512589586491
Ourense_class.shp,Ourense,0.1433505985558059,1.3527350443876045,2.26242232098728,2.572012635531347,0.6331356567676576,0.0597691630199049,3.268779320751721,3.909505363761824,0.0382237490979364,0.1711375665703798,4.897250531314215,4.549744186033392,29.9343293116766,1.2280475644373787,44.97955698710696
Oviedo_class.shp,Oviedo,0.3200530062266366,1.1331675966896062,5.31436687671666,4.769762885633869,4.370466805442272,0.1817361854579922,7.749272881606435,5.360564669127204,0.0826324985229955,0.3249216862843816,15.24151547281958,8.620245656745064,8.58413895946081,1.0730905287643806,36.87406429050211
Palencia_class.shp,Palencia,0.8297366140237933,3.119013141007505,5.929080377175304,3.770939511733364,5.649081455401854,0.1270073166413825,18.444291506804607,9.774245101779488,0.0316061228697436,0.1629239172747678,8.607744823601895,5.403590640119305,13.309893238572435,0.6872115774333012,24.15363465556125
Palma_class.shp,Palma,0.5617866229341093,3.7802130729108874,4.363586480721094,4.222265379351164,1.1100034114682875,1.7854741324389534,4.972075282473684,3.3121966156590505,0.04804827022117,0.4939312856303201,8.325010172751822,7.867443906007883,17.293530129841304,2.4236016062672374,39.44083363132304
Parla_clas.shp,Parla,1.2296236779511396,2.804689048816985,3.6274331102405992,5.419465447636212,0.9984556910277256,0.1636403463052347,14.52947410551666,2.457849715933836,0.0354651141992483,1.0487457720351043,9.237318684291685,3.5547807897381283,7.229492399625532,0.3423053222712348,47.32126077441068
Pontevedra_class.shp,Pontevedra,0.4004018792334825,0.8755170618378695,4.471562534412878,3.1088976283896166,0.6600080107590267,0.1094700059667616,10.725776517318138,3.243502095461772,0.5244218806661274,0.2517819856671367,5.314227903081284,6.579222198258414,20.68172511821993,1.831880391067333,41.22160478966023
Reus_class.shp,Reus,0.4382223169949782,7.570000964393414,2.072747319665877,4.342521134484039,1.813341194321916,0.0625637367391167,9.616545590439715,9.098339808378658,0.0524432915283318,0.2145112022606984,4.1023541433476325,4.818247038172381,14.872928307231808,1.246477134751968,39.67875681728947
Sabadell.shp,Sabadell.shp,0.931066339051867,1.68250164786023,3.8080588111391735,8.396248983566434,1.100230089943135,0.6181769030339096,12.9734319466397,2.790327571237168,0.108949284559002,0.4004439942573536,10.906230172527884,7.118565990091426,14.698324235206025,1.3495795816634617,33.117864449223234
Salamanca_class.shp,Salamanca,0.5090594538916628,4.694097740835687,9.029720787640883,8.578525656646347,1.9563173476529776,0.6122299246199697,7.571514160022433,9.88302687079217,0.1335231718353531,0.2816899918522983,10.996994425213009,7.92651306552685,4.104656899247545,0.6035857896768627,33.118544714545955
San_Cristobal_de_la_Laguna_class.shp,San,0.6090500667338061,2.571795345268982,4.546340053807963,2.613635510986235,0.4985956893969105,0.1151256522627911,7.63533383465279,2.596043883082152,0.2362036342793435,0.1600083231962244,8.48260977221564,3.887923624243194,29.76133765549032,2.078991853772349,34.2070051006113
Santa_Coloma.shp,Santa,2.163694750362565,1.9325462995842029,5.921873558937392,7.091691027821686,9.668515832849431,0.1438049933592621,2.8392729348076533,4.497095460486084,0.135160626160683,0.2467982902791359,21.467627166193264,16.800761475558133,14.135661292483933,1.6282581471554087,11.32723814396117
Santa_Cruz_Tenerife_class.shp,Santa,0.41721210675976,1.6766068242284926,3.281025616852193,3.7136380588479145,1.1972831745653232,0.1636306415096432,7.912278536995881,2.857718814945036,0.0695538367048717,0.3412031061317125,11.010324657589324,7.196992026707963,15.199626221607884,1.3850264043378258,43.577879972216174
Santander_class.shp,Santander,0.525893238504306,4.702533430300598,4.109027026675928,6.687381585970237,2.158240227811851,0.538161598320349,7.847141948114748,4.254864284279231,0.0367658834103778,0.4758846937680763,15.070977305046188,6.477033249662859,13.91986246894274,1.3182355422055096,31.877997516987005
Segovia_class.shp,Segovia,0.4261764743502075,11.4029633113366,3.442064990559476,5.026968710982199,2.0557000795975453,1.4828363488241898,12.406627848514754,3.2059042881332758,0.0153980418413499,0.1132715378265442,10.03182425963952,7.281920927857469,9.89803839769846,0.975684868496787,32.23461991434163
Sevilla_class.shp,Sevilla,1.4209548554277105,8.477933430641144,7.701954460174659,4.843935454658952,1.15375631354901,0.498151170771756,5.562783962276634,2.993351463960919,0.7740947583231835,1.5402211691090466,17.623510825158345,9.634436954261686,15.278616004469178,2.824477152705182,19.671822024512597
Soria_class.shp,Soria,0.576406637424154,1.781677175184554,3.6536223928851626,3.508656338744222,2.0335165553489416,0.330606891207495,16.379843411731343,5.010492194552191,0.0497861717312781,0.5343072725354397,9.368911674285954,3.92540592053296,6.583853936424172,2.643400868905961,43.61951255850617
Tarragona_class.shp,Tarragona,0.3833905775895403,6.72637464231277,2.4064667714567545,5.591835625753195,0.590838446034829,0.4962178247620037,8.974066514032138,3.9432170287846375,0.1455857154404889,1.3602271567828113,4.725332293002777,3.959282935676904,14.828037177686154,1.0941934027330045,44.77493388795199
Telde_class.shp,Telde,0.7348014528116495,1.0073469875399808,1.990106167465992,1.152777065780216,0.1860217843011684,0.0531723107224493,12.380992400886871,3.306593700300728,0.0859246740147097,0.1073117019392873,5.6807591975559735,1.6997851797567287,16.281287942397604,1.228457533141977,54.10466190138467
Terrasa_clas.shp,Terrasa,1.4082873461403105,2.949307559429885,2.504338417727919,3.60552399020959,0.3613149849335634,0.2147173951865702,13.06731524328113,4.753045685438597,0.0871294968230995,0.2899134954363133,10.079423034930729,5.48032863318016,19.22364985655848,1.5961807687661558,34.3795240919575
Teruel_class.shp,Teruel,0.3564548263262423,1.9406611769010644,4.166421274607038,2.0234152170247377,1.9946847520054785,0.5976071083156446,17.72902580882529,5.347079916598797,0.014174890379728,0.0695420569893294,5.097003947695774,3.098781071393302,15.279367383375696,0.5071162204412668,41.77866434912061
Toledo_class.shp,Toledo,0.1912945680299857,10.147536177316578,3.650629324320642,3.597117123750196,3.172389323157504,1.02544101727542,6.249912039521748,3.127457409849776,0.0096223839210859,0.3928489536758671,3.627015628907303,1.7781284538476338,21.547121050413377,2.3495805990680645,39.13390594694482
Torrejon_clas.shp,Torrejon,0.2504810461745586,60.14330128802933,1.4827974671768551,2.188334633912269,0.4149243276362407,0.1199996017233049,4.275417000074114,5.5235020119847125,0.0758308828831966,0.1879149435957295,4.441710018487788,1.9002047750459488,2.206157099409155,0.2662871317508056,16.52313777211599
Valencia_class.shp,Valencia,1.580610393283495,3.301966102810482,6.704864098819072,5.694240462944552,1.428052134494035,0.3588365491828394,5.145138177505486,4.941831542097684,0.2340116903310789,0.5554139823919004,14.023467048905,16.5941880629663,5.349107909480319,0.5274380610245929,33.560833783763165
Valladolid_class.shp,Valladolid,0.4047456735120907,4.732780529547844,4.599510805818801,8.504690680348222,1.662326240397843,0.4060365556708638,17.403132097212033,8.563992064427321,0.1770488438130789,0.3354313732198497,8.86873792800795,5.696319787359767,10.713215824515208,0.9155601509904472,27.01647144515868
Vigo_class.shp,Vigo,0.2761543833840084,2.100295771499942,4.8029689901454695,4.406183548251858,0.5386302469977033,0.1916558091409164,5.9918081560630485,7.295621541944373,0.1674029266397143,0.2601977157787096,0.7918538442456333,6.821427237463269,5.153567754103369,25.589182371537927,35.613049702804055
Zamora_class.shp,Zamora,0.7500865812139088,2.9704231758743727,4.444968785738328,9.497843561923151,2.365705418462887,0.215619470028054,12.41400593206046,6.331392729709148,0.0696300359783579,0.1339179562988167,9.378722900931864,5.071298382348968,11.797034164472423,1.704305258467132,32.85504564649212
Zaragoza_class.shp,Zaragoza,0.47759725611054,4.504670609301856,3.23253999193318,4.55600246677426,1.013547585815835,0.0989482776464661,12.834295382997436,12.096168842435851,0.0930104806393829,0.1720925731514607,7.585931079508453,7.173643588153859,8.182777966742545,0.8327786562592806,37.1459952425296
doshermanas_class.shp,doshermanas,0.6049108148734252,3.224782335508888,2.930093646947168,7.177282974110906,0.4149026501929882,0.1556362368890223,11.281464875564474,4.441596014371833,0.0120035310156056,0.125410255401689,2.2361343122736,1.7479475948690926,23.431123557300783,1.5378719412056765,40.678839259474856
