,COD Ciudad,Renta neta media por persona 2020,COD,CIUDAD
2712,2807911182 Madrid sección 11182,15785,2807911182, Madrid sección 
2713,2807911183 Madrid sección 11183,15646,2807911183, Madrid sección 
2714,2807911184 Madrid sección 11184,17900,2807911184, Madrid sección 
2715,2807911185 Madrid sección 11185,15028,2807911185, Madrid sección 
2716,2807911186 Madrid sección 11186,12448,2807911186, Madrid sección 
2717,2807911187 Madrid sección 11187,13014,2807911187, Madrid sección 
2718,2807911188 Madrid sección 11188,16590,2807911188, Madrid sección 
2719,2807911189 Madrid sección 11189,11544,2807911189, Madrid sección 
2720,2807911190 Madrid sección 11190,14170,2807911190, Madrid sección 
2721,2807911191 Madrid sección 11191,14915,2807911191, Madrid sección 
2722,2807911192 Madrid sección 11192,15547,2807911192, Madrid sección 
2723,2807911193 Madrid sección 11193,10783,2807911193, Madrid sección 
2724,2807911194 Madrid sección 11194,16221,2807911194, Madrid sección 
2725,2807911195 Madrid sección 11195,15703,2807911195, Madrid sección 
2726,2807911196 Madrid sección 11196,17641,2807911196, Madrid sección 
2727,2807911197 Madrid sección 11197,16674,2807911197, Madrid sección 
2728,2807911198 Madrid sección 11198,17152,2807911198, Madrid sección 
2729,2807912 Madrid distrito 12,10239,2807912, Madrid distrito 
2730,2807912001 Madrid sección 12001,12192,2807912001, Madrid sección 
2731,2807912002 Madrid sección 12002,12401,2807912002, Madrid sección 
2732,2807912003 Madrid sección 12003,12196,2807912003, Madrid sección 
2733,2807912005 Madrid sección 12005,11946,2807912005, Madrid sección 
2734,2807912006 Madrid sección 12006,12540,2807912006, Madrid sección 
2735,2807912007 Madrid sección 12007,12248,2807912007, Madrid sección 
2736,2807912008 Madrid sección 12008,9871,2807912008, Madrid sección 
2737,2807912009 Madrid sección 12009,9353,2807912009, Madrid sección 
2738,2807912010 Madrid sección 12010,9894,2807912010, Madrid sección 
2739,2807912011 Madrid sección 12011,9539,2807912011, Madrid sección 
2740,2807912012 Madrid sección 12012,9377,2807912012, Madrid sección 
2741,2807912013 Madrid sección 12013,9704,2807912013, Madrid sección 
2742,2807912014 Madrid sección 12014,10206,2807912014, Madrid sección 
2743,2807912015 Madrid sección 12015,9450,2807912015, Madrid sección 
2744,2807912016 Madrid sección 12016,11964,2807912016, Madrid sección 
2745,2807912018 Madrid sección 12018,8032,2807912018, Madrid sección 
2746,2807912019 Madrid sección 12019,7471,2807912019, Madrid sección 
2747,2807912020 Madrid sección 12020,7696,2807912020, Madrid sección 
2748,2807912021 Madrid sección 12021, ,2807912021, Madrid sección 
2749,2807912022 Madrid sección 12022,8095,2807912022, Madrid sección 
2750,2807912023 Madrid sección 12023,8578,2807912023, Madrid sección 
2751,2807912024 Madrid sección 12024,11337,2807912024, Madrid sección 
2752,2807912027 Madrid sección 12027,11529,2807912027, Madrid sección 
2753,2807912028 Madrid sección 12028,9439,2807912028, Madrid sección 
2754,2807912029 Madrid sección 12029,8349,2807912029, Madrid sección 
2755,2807912030 Madrid sección 12030,8039,2807912030, Madrid sección 
2756,2807912031 Madrid sección 12031,9098,2807912031, Madrid sección 
2757,2807912032 Madrid sección 12032,11096,2807912032, Madrid sección 
2758,2807912033 Madrid sección 12033,9902,2807912033, Madrid sección 
2759,2807912034 Madrid sección 12034,9334,2807912034, Madrid sección 
2760,2807912036 Madrid sección 12036, ,2807912036, Madrid sección 
2761,2807912037 Madrid sección 12037,8834,2807912037, Madrid sección 
2762,2807912039 Madrid sección 12039,9932,2807912039, Madrid sección 
2763,2807912041 Madrid sección 12041,9194,2807912041, Madrid sección 
2764,2807912042 Madrid sección 12042,7544,2807912042, Madrid sección 
2765,2807912043 Madrid sección 12043,9392,2807912043, Madrid sección 
2766,2807912044 Madrid sección 12044,8663,2807912044, Madrid sección 
2767,2807912045 Madrid sección 12045,8032,2807912045, Madrid sección 
2768,2807912046 Madrid sección 12046,8845,2807912046, Madrid sección 
2769,2807912047 Madrid sección 12047,8081,2807912047, Madrid sección 
2770,2807912048 Madrid sección 12048,8748,2807912048, Madrid sección 
2771,2807912049 Madrid sección 12049,9029,2807912049, Madrid sección 
2772,2807912050 Madrid sección 12050,10440,2807912050, Madrid sección 
2773,2807912051 Madrid sección 12051,10725,2807912051, Madrid sección 
2774,2807912052 Madrid sección 12052,17033,2807912052, Madrid sección 
2775,2807912053 Madrid sección 12053,17571,2807912053, Madrid sección 
2776,2807912054 Madrid sección 12054,15944,2807912054, Madrid sección 
2777,2807912055 Madrid sección 12055,10492,2807912055, Madrid sección 
2778,2807912056 Madrid sección 12056,8837,2807912056, Madrid sección 
2779,2807912057 Madrid sección 12057,8161,2807912057, Madrid sección 
2780,2807912059 Madrid sección 12059,13656,2807912059, Madrid sección 
2781,2807912061 Madrid sección 12061,11817,2807912061, Madrid sección 
2782,2807912062 Madrid sección 12062,10735,2807912062, Madrid sección 
2783,2807912064 Madrid sección 12064,10786,2807912064, Madrid sección 
2784,2807912065 Madrid sección 12065,8272,2807912065, Madrid sección 
2785,2807912066 Madrid sección 12066,6875,2807912066, Madrid sección 
2786,2807912067 Madrid sección 12067,7780,2807912067, Madrid sección 
2787,2807912069 Madrid sección 12069,9486,2807912069, Madrid sección 
2788,2807912070 Madrid sección 12070,13255,2807912070, Madrid sección 
2789,2807912071 Madrid sección 12071,10774,2807912071, Madrid sección 
2790,2807912073 Madrid sección 12073,7783,2807912073, Madrid sección 
2791,2807912074 Madrid sección 12074,9517,2807912074, Madrid sección 
2792,2807912075 Madrid sección 12075,8998,2807912075, Madrid sección 
2793,2807912077 Madrid sección 12077,10666,2807912077, Madrid sección 
2794,2807912078 Madrid sección 12078,9528,2807912078, Madrid sección 
2795,2807912079 Madrid sección 12079,8955,2807912079, Madrid sección 
2796,2807912080 Madrid sección 12080,8530,2807912080, Madrid sección 
2797,2807912081 Madrid sección 12081,8678,2807912081, Madrid sección 
2798,2807912082 Madrid sección 12082,9470,2807912082, Madrid sección 
2799,2807912083 Madrid sección 12083,9024,2807912083, Madrid sección 
2800,2807912084 Madrid sección 12084,9228,2807912084, Madrid sección 
2801,2807912086 Madrid sección 12086,9409,2807912086, Madrid sección 
2802,2807912087 Madrid sección 12087,7914,2807912087, Madrid sección 
2803,2807912088 Madrid sección 12088,7869,2807912088, Madrid sección 
2804,2807912089 Madrid sección 12089,8453,2807912089, Madrid sección 
2805,2807912090 Madrid sección 12090,8169,2807912090, Madrid sección 
2806,2807912091 Madrid sección 12091,8570,2807912091, Madrid sección 
2807,2807912092 Madrid sección 12092,9028,2807912092, Madrid sección 
2808,2807912093 Madrid sección 12093,9181,2807912093, Madrid sección 
2809,2807912094 Madrid sección 12094,7853,2807912094, Madrid sección 
2810,2807912096 Madrid sección 12096,7577,2807912096, Madrid sección 
2811,2807912097 Madrid sección 12097,9400,2807912097, Madrid sección 
2812,2807912098 Madrid sección 12098,15336,2807912098, Madrid sección 
2813,2807912099 Madrid sección 12099,9080,2807912099, Madrid sección 
2814,2807912100 Madrid sección 12100,9381,2807912100, Madrid sección 
2815,2807912101 Madrid sección 12101,12462,2807912101, Madrid sección 
2816,2807912102 Madrid sección 12102,11005,2807912102, Madrid sección 
2817,2807912103 Madrid sección 12103,8048,2807912103, Madrid sección 
2818,2807912104 Madrid sección 12104,13423,2807912104, Madrid sección 
2819,2807912105 Madrid sección 12105,11904,2807912105, Madrid sección 
2820,2807912106 Madrid sección 12106,13559,2807912106, Madrid sección 
2821,2807912107 Madrid sección 12107,17439,2807912107, Madrid sección 
2822,2807912108 Madrid sección 12108,12949,2807912108, Madrid sección 
2823,2807912109 Madrid sección 12109,10805,2807912109, Madrid sección 
2824,2807913 Madrid distrito 13,10445,2807913, Madrid distrito 
2825,2807913002 Madrid sección 13002,8672,2807913002, Madrid sección 
2826,2807913003 Madrid sección 13003,7716,2807913003, Madrid sección 
2827,2807913004 Madrid sección 13004,9496,2807913004, Madrid sección 
2828,2807913005 Madrid sección 13005,8738,2807913005, Madrid sección 
2829,2807913006 Madrid sección 13006,8588,2807913006, Madrid sección 
2830,2807913007 Madrid sección 13007,8974,2807913007, Madrid sección 
2831,2807913008 Madrid sección 13008,9760,2807913008, Madrid sección 
2832,2807913010 Madrid sección 13010,9860,2807913010, Madrid sección 
2833,2807913011 Madrid sección 13011,8681,2807913011, Madrid sección 
2834,2807913012 Madrid sección 13012,8527,2807913012, Madrid sección 
2835,2807913013 Madrid sección 13013,8968,2807913013, Madrid sección 
2836,2807913014 Madrid sección 13014,8975,2807913014, Madrid sección 
2837,2807913016 Madrid sección 13016,7983,2807913016, Madrid sección 
2838,2807913017 Madrid sección 13017,9659,2807913017, Madrid sección 
2839,2807913018 Madrid sección 13018,8370,2807913018, Madrid sección 
2840,2807913019 Madrid sección 13019,9838,2807913019, Madrid sección 
2841,2807913021 Madrid sección 13021,10307,2807913021, Madrid sección 
2842,2807913022 Madrid sección 13022,9333,2807913022, Madrid sección 
2843,2807913023 Madrid sección 13023,10558,2807913023, Madrid sección 
2844,2807913024 Madrid sección 13024,9945,2807913024, Madrid sección 
2845,2807913026 Madrid sección 13026,9274,2807913026, Madrid sección 
2846,2807913027 Madrid sección 13027,6973,2807913027, Madrid sección 
2847,2807913028 Madrid sección 13028,7254,2807913028, Madrid sección 
2848,2807913029 Madrid sección 13029,9438,2807913029, Madrid sección 
2849,2807913030 Madrid sección 13030,10104,2807913030, Madrid sección 
2850,2807913031 Madrid sección 13031,8735,2807913031, Madrid sección 
2851,2807913032 Madrid sección 13032,9933,2807913032, Madrid sección 
2852,2807913033 Madrid sección 13033,8896,2807913033, Madrid sección 
2853,2807913034 Madrid sección 13034,9874,2807913034, Madrid sección 
2854,2807913035 Madrid sección 13035,10513,2807913035, Madrid sección 
2855,2807913036 Madrid sección 13036,8401,2807913036, Madrid sección 
2856,2807913037 Madrid sección 13037,10002,2807913037, Madrid sección 
2857,2807913038 Madrid sección 13038,9057,2807913038, Madrid sección 
2858,2807913039 Madrid sección 13039,9542,2807913039, Madrid sección 
2859,2807913040 Madrid sección 13040,8950,2807913040, Madrid sección 
2860,2807913041 Madrid sección 13041,9424,2807913041, Madrid sección 
2861,2807913042 Madrid sección 13042,8679,2807913042, Madrid sección 
2862,2807913043 Madrid sección 13043,8694,2807913043, Madrid sección 
2863,2807913044 Madrid sección 13044,9011,2807913044, Madrid sección 
2864,2807913045 Madrid sección 13045,8493,2807913045, Madrid sección 
2865,2807913046 Madrid sección 13046,8992,2807913046, Madrid sección 
2866,2807913047 Madrid sección 13047,9838,2807913047, Madrid sección 
2867,2807913048 Madrid sección 13048,8196,2807913048, Madrid sección 
2868,2807913049 Madrid sección 13049,10576,2807913049, Madrid sección 
2869,2807913050 Madrid sección 13050,9003,2807913050, Madrid sección 
2870,2807913052 Madrid sección 13052,9198,2807913052, Madrid sección 
2871,2807913053 Madrid sección 13053,9620,2807913053, Madrid sección 
2872,2807913054 Madrid sección 13054,9084,2807913054, Madrid sección 
2873,2807913055 Madrid sección 13055,8280,2807913055, Madrid sección 
2874,2807913056 Madrid sección 13056,10117,2807913056, Madrid sección 
2875,2807913057 Madrid sección 13057,8602,2807913057, Madrid sección 
2876,2807913058 Madrid sección 13058,7879,2807913058, Madrid sección 
2877,2807913059 Madrid sección 13059,7850,2807913059, Madrid sección 
2878,2807913060 Madrid sección 13060,8619,2807913060, Madrid sección 
2879,2807913061 Madrid sección 13061,8140,2807913061, Madrid sección 
2880,2807913062 Madrid sección 13062,8215,2807913062, Madrid sección 
2881,2807913063 Madrid sección 13063,8884,2807913063, Madrid sección 
2882,2807913064 Madrid sección 13064, ,2807913064, Madrid sección 
2883,2807913065 Madrid sección 13065,8413,2807913065, Madrid sección 
2884,2807913066 Madrid sección 13066,8390,2807913066, Madrid sección 
2885,2807913069 Madrid sección 13069,8651,2807913069, Madrid sección 
2886,2807913074 Madrid sección 13074,14609,2807913074, Madrid sección 
2887,2807913077 Madrid sección 13077,16447,2807913077, Madrid sección 
2888,2807913078 Madrid sección 13078,16034,2807913078, Madrid sección 
2889,2807913079 Madrid sección 13079,8875,2807913079, Madrid sección 
2890,2807913080 Madrid sección 13080,8216,2807913080, Madrid sección 
2891,2807913083 Madrid sección 13083,8586,2807913083, Madrid sección 
2892,2807913084 Madrid sección 13084,8927,2807913084, Madrid sección 
2893,2807913086 Madrid sección 13086,10054,2807913086, Madrid sección 
2894,2807913087 Madrid sección 13087,14311,2807913087, Madrid sección 
2895,2807913088 Madrid sección 13088,13867,2807913088, Madrid sección 
2896,2807913089 Madrid sección 13089,9548,2807913089, Madrid sección 
2897,2807913090 Madrid sección 13090,8723,2807913090, Madrid sección 
2898,2807913091 Madrid sección 13091,9934,2807913091, Madrid sección 
2899,2807913092 Madrid sección 13092,11086,2807913092, Madrid sección 
2900,2807913094 Madrid sección 13094,10770,2807913094, Madrid sección 
2901,2807913103 Madrid sección 13103,10332,2807913103, Madrid sección 
2902,2807913104 Madrid sección 13104,11350,2807913104, Madrid sección 
2903,2807913108 Madrid sección 13108,11456,2807913108, Madrid sección 
2904,2807913109 Madrid sección 13109,12991,2807913109, Madrid sección 
2905,2807913110 Madrid sección 13110,9217,2807913110, Madrid sección 
2906,2807913111 Madrid sección 13111,9421,2807913111, Madrid sección 
2907,2807913112 Madrid sección 13112,10103,2807913112, Madrid sección 
2908,2807913114 Madrid sección 13114,9095,2807913114, Madrid sección 
2909,2807913115 Madrid sección 13115,10504,2807913115, Madrid sección 
2910,2807913116 Madrid sección 13116,10623,2807913116, Madrid sección 
2911,2807913117 Madrid sección 13117,9654,2807913117, Madrid sección 
2912,2807913118 Madrid sección 13118,9492,2807913118, Madrid sección 
2913,2807913119 Madrid sección 13119,10195,2807913119, Madrid sección 
2914,2807913120 Madrid sección 13120,10110,2807913120, Madrid sección 
2915,2807913121 Madrid sección 13121,10155,2807913121, Madrid sección 
2916,2807913122 Madrid sección 13122,9559,2807913122, Madrid sección 
2917,2807913123 Madrid sección 13123,12052,2807913123, Madrid sección 
2918,2807913124 Madrid sección 13124,9840,2807913124, Madrid sección 
2919,2807913125 Madrid sección 13125,8271,2807913125, Madrid sección 
2920,2807913126 Madrid sección 13126,8246,2807913126, Madrid sección 
2921,2807913127 Madrid sección 13127,17447,2807913127, Madrid sección 
