,Código INE,Municipio,Provincia,Comunidad Autónoma,Población Total,Población Hombres,Población Mujeres,Unnamed: 7,Conductores Hombres,Conductoras Mujeres,Censo Conductores,Unnamed: 11,Parque Ciclomotores,Parque Motocicletas,Parque Turismos,Parque Furgonetas,Parque Camiones,Parque Total,Motocicletas sin ITV (<25 años),Turismos sin ITV (<25 años),Resto de Vehículos sin ITV (<25 años),Parque Ciclomotores (<25 años),Parque Ciclomotores (<15 años),Parque Ciclomotores (<8 años),Parque Ciclomotores (<4 años),Parque Motocicletas (<25 años),Parque Motocicletas (<15 años),Parque Motocicletas (<8 años),Parque Motocicletas (<4 años),Parque Turismos (<25 años),Parque Turismos (<15 años),Parque Turismos (<8 años),Parque Turismos (<4 años),Parque Furgonetas (<25 años),Parque Furgonetas (<15 años),Parque Furgonetas (<8 años),Parque Furgonetas (<4 años),Parque Camiones (<25 años),Parque Camiones (<15 años),Parque Camiones (<8 años),Parque Camiones (<4 años),Unnamed: 41,Antigüedad Media del Parque (<25 años),Antigüedad Media de Ciclomotores,Antigüedad Media de Motocicletas,Antigüedad Media de Turismos,Antigüedad Media de Furgonetas,Antigüedad Media de Camiones,Unnamed: 48,Bicicletas Fallecidos,Bicicletas Heridos Graves,Bicicletas Heridos Leves,Ciclomotores Fallecidos,Ciclomotores Heridos Graves,Ciclomotores Heridos Leves,Motocicletas Fallecidos,Motocicletas Heridos Graves,Motocicletas Heridos Leves,Turismos Fallecidos,Turismos Heridos Graves,Turismos Heridos Leves,Furgonetas Fallecidos,Furgonetas Heridos Graves,Furgonetas Heridos Leves,Camiones Fallecidos,Camiones Heridos Graves,Camiones Heridos Leves,Autobús Fallecidos,Autobús Heridos Graves,Autobús Heridos Leves,Otros Fallecidos,Otros Heridos Graves,Otros Heridos Leves,Peatones Fallecidos,Peatones Heridos Graves,Peatones Heridos Leves,Nº Accidentes con Víctimas,Fallecidos,Heridos Hospitalizados,Heridos no Hospitalizados,Unnamed: 80,Total Sanciones con Puntos,Total Puntos Detraídos,Velocidad (2 puntos),Velocidad (4 puntos),Velocidad (6 puntos),Alcohol (4 puntos),Alcohol (6 puntos),Drogas (6 puntos),"Casco, Cinturón, SRI (3 puntos)",Móvil (3 puntos),Semáforo (4 puntos),Otra (3 puntos),Otra (4 puntos),Otra (6 puntos),Unnamed: 95,Campañas
765,06136,Tamurejo,Badajoz,Extremadura,212.0,107.0,105.0,,86.0,34.0,120.0,,24.0,19.0,100.0,27.0,20.0,196.0,1.0,6.0,13.0,22.0,0.0,0.0,0.0,12.0,5.0,1.0,0.0,85.0,41.0,19.0,12.0,17.0,5.0,2.0,1.0,20.0,7.0,3.0,1.0,,15.406,20.466363636363635,15.3775,13.662,16.822352941176472,15.848,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
766,06137,Torre de Miguel Sesmero,Badajoz,Extremadura,1246.0,637.0,609.0,,482.0,269.0,751.0,,88.0,64.0,789.0,95.0,68.0,1198.0,21.0,65.0,70.0,80.0,16.0,3.0,3.0,46.0,28.0,7.0,4.0,684.0,357.0,148.0,72.0,78.0,25.0,11.0,4.0,62.0,29.0,5.0,2.0,,14.352533849129594,17.771,13.396304347826087,13.605409356725147,16.65320512820513,15.907741935483871,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
767,06138,Torremayor,Badajoz,Extremadura,949.0,459.0,490.0,,392.0,259.0,651.0,,153.0,46.0,589.0,45.0,21.0,863.0,12.0,32.0,14.0,127.0,33.0,2.0,0.0,35.0,20.0,3.0,3.0,544.0,333.0,149.0,62.0,33.0,12.0,1.0,0.0,21.0,13.0,4.0,0.0,,13.663446475195823,17.94496062992126,14.233428571428572,12.456341911764707,16.278484848484847,13.286666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
768,06139,Torremejía,Badajoz,Extremadura,2257.0,1168.0,1089.0,,855.0,526.0,1381.0,,244.0,105.0,1268.0,179.0,134.0,1992.0,33.0,127.0,94.0,168.0,54.0,3.0,2.0,85.0,64.0,23.0,19.0,1106.0,635.0,261.0,110.0,139.0,60.0,20.0,5.0,120.0,62.0,22.0,9.0,,13.681477272727273,17.25220238095238,10.826705882352941,13.131274864376131,15.21863309352518,13.999666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
769,06140,Trasierra,Badajoz,Extremadura,625.0,330.0,295.0,,254.0,154.0,408.0,,71.0,42.0,337.0,82.0,77.0,627.0,10.0,10.0,18.0,70.0,15.0,1.0,0.0,30.0,22.0,8.0,3.0,305.0,172.0,66.0,30.0,63.0,11.0,2.0,1.0,70.0,34.0,6.0,3.0,,14.794270270270271,18.302142857142858,12.104666666666667,13.496426229508197,18.574444444444445,15.132714285714286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
770,06141,Trujillanos,Badajoz,Extremadura,1376.0,704.0,672.0,,552.0,367.0,919.0,,124.0,122.0,941.0,151.0,96.0,1546.0,37.0,55.0,91.0,88.0,21.0,4.0,2.0,90.0,64.0,33.0,14.0,839.0,515.0,214.0,105.0,114.0,58.0,25.0,13.0,85.0,51.0,13.0,9.0,,13.102942965779468,17.02431818181818,11.212333333333333,12.650810488676996,14.106666666666667,13.547058823529412,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,6.0,,,,,,,,,,,,1.0,,0.0
771,06142,Usagre,Badajoz,Extremadura,1751.0,866.0,885.0,,698.0,452.0,1150.0,,161.0,74.0,1113.0,89.0,91.0,1583.0,20.0,66.0,40.0,148.0,30.0,5.0,2.0,63.0,45.0,11.0,5.0,1001.0,560.0,245.0,128.0,57.0,27.0,6.0,3.0,79.0,38.0,12.0,5.0,,13.822381974248927,18.384797297297297,12.313650793650794,13.086883116883117,15.460877192982457,14.650759493670886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
772,06143,Valdecaballeros,Badajoz,Extremadura,1065.0,552.0,513.0,,425.0,252.0,677.0,,55.0,68.0,833.0,192.0,97.0,1288.0,20.0,47.0,51.0,54.0,7.0,3.0,1.0,56.0,38.0,14.0,5.0,676.0,314.0,112.0,50.0,128.0,38.0,10.0,6.0,79.0,32.0,5.0,2.0,,15.061598837209303,18.35462962962963,12.757857142857143,14.535207100591716,17.17546875,16.19139240506329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
773,06144,Valdetorres,Badajoz,Extremadura,1179.0,573.0,606.0,,498.0,289.0,787.0,,191.0,75.0,783.0,51.0,38.0,1244.0,29.0,67.0,25.0,135.0,19.0,3.0,2.0,58.0,40.0,7.0,4.0,699.0,362.0,155.0,68.0,41.0,21.0,7.0,3.0,36.0,15.0,4.0,1.0,,14.516735905044511,19.00762962962963,12.938620689655172,13.647238912732474,13.911951219512195,15.623333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
774,06145,Valencia de las Torres,Badajoz,Extremadura,540.0,284.0,256.0,,241.0,127.0,368.0,,47.0,36.0,423.0,39.0,51.0,631.0,6.0,17.0,25.0,45.0,10.0,0.0,0.0,30.0,23.0,13.0,8.0,337.0,178.0,68.0,28.0,27.0,14.0,4.0,3.0,41.0,13.0,2.0,1.0,,14.04130859375,17.712444444444444,10.011333333333333,13.624154302670624,14.638148148148149,16.02829268292683,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
775,06146,Valencia del Mombuey,Badajoz,Extremadura,725.0,372.0,353.0,,238.0,138.0,376.0,,105.0,54.0,419.0,78.0,82.0,780.0,19.0,46.0,55.0,100.0,16.0,5.0,0.0,37.0,31.0,12.0,7.0,371.0,162.0,56.0,24.0,53.0,18.0,5.0,3.0,73.0,42.0,16.0,9.0,,15.391937869822485,18.7808,10.930810810810812,15.147816711590297,16.786603773584904,13.37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
776,06147,Valencia del Ventoso,Badajoz,Extremadura,1960.0,976.0,984.0,,745.0,478.0,1223.0,,243.0,116.0,1115.0,153.0,136.0,1818.0,37.0,77.0,72.0,201.0,55.0,12.0,3.0,93.0,69.0,26.0,13.0,977.0,448.0,177.0,75.0,119.0,29.0,11.0,4.0,125.0,59.0,12.0,2.0,,15.058103779628443,17.55855721393035,11.48494623655914,14.553879222108495,17.722268907563024,15.45456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,,,,,,,,,,,1.0,,,0.0
777,06148,Valverde de Burguillos,Badajoz,Extremadura,273.0,145.0,128.0,,117.0,56.0,173.0,,17.0,9.0,172.0,22.0,11.0,237.0,2.0,9.0,7.0,14.0,8.0,0.0,0.0,7.0,5.0,2.0,0.0,163.0,93.0,48.0,16.0,18.0,5.0,3.0,2.0,11.0,5.0,1.0,0.0,,13.391872146118722,16.254285714285714,12.22,12.77122699386503,16.251666666666665,15.415454545454546,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
778,06149,Valverde de Leganés,Badajoz,Extremadura,4167.0,2088.0,2079.0,,1588.0,937.0,2525.0,,509.0,199.0,2305.0,317.0,335.0,3953.0,41.0,154.0,182.0,374.0,76.0,7.0,4.0,149.0,115.0,36.0,18.0,2063.0,1107.0,516.0,235.0,253.0,112.0,47.0,19.0,294.0,135.0,39.0,17.0,,14.185925484351714,18.513689839572194,11.732348993288591,13.303868153174989,15.145691699604743,14.907823129251701,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
779,06150,Valverde de Llerena,Badajoz,Extremadura,570.0,284.0,286.0,,211.0,130.0,341.0,,51.0,34.0,334.0,38.0,21.0,491.0,10.0,13.0,7.0,43.0,4.0,1.0,1.0,31.0,23.0,7.0,0.0,282.0,145.0,53.0,17.0,28.0,10.0,3.0,2.0,19.0,7.0,2.0,0.0,,14.810746987951807,18.9946511627907,12.63516129032258,14.225425531914894,16.481428571428573,15.26421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
780,06151,Valverde de Mérida,Badajoz,Extremadura,1047.0,534.0,513.0,,419.0,222.0,641.0,,145.0,55.0,723.0,78.0,52.0,1092.0,16.0,98.0,57.0,132.0,22.0,3.0,1.0,42.0,28.0,8.0,7.0,665.0,404.0,137.0,67.0,62.0,32.0,4.0,1.0,46.0,24.0,6.0,4.0,,14.151365953109073,19.17772727272727,12.730952380952381,13.223338345864661,16.01290322580645,12.994130434782608,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
781,06152,Valle de la Serena,Badajoz,Extremadura,1172.0,586.0,586.0,,426.0,217.0,643.0,,87.0,38.0,721.0,105.0,87.0,1091.0,11.0,43.0,49.0,79.0,20.0,3.0,0.0,23.0,14.0,2.0,0.0,582.0,293.0,113.0,50.0,77.0,29.0,13.0,5.0,79.0,33.0,7.0,2.0,,14.640846501128669,17.738481012658227,14.618260869565217,14.10266323024055,15.52909090909091,15.348481012658228,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
782,06153,Valle de Matamoros,Badajoz,Extremadura,363.0,178.0,185.0,,131.0,56.0,187.0,,12.0,9.0,190.0,22.0,24.0,266.0,3.0,10.0,12.0,9.0,4.0,0.0,0.0,6.0,4.0,3.0,2.0,152.0,70.0,29.0,13.0,12.0,1.0,1.0,1.0,20.0,10.0,2.0,0.0,,14.859661835748792,17.39666666666667,9.235,14.629407894736842,17.903333333333332,15.138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0
783,06154,Valle de Santa Ana,Badajoz,Extremadura,1143.0,563.0,580.0,,409.0,262.0,671.0,,62.0,49.0,675.0,68.0,69.0,969.0,10.0,36.0,39.0,52.0,12.0,2.0,1.0,39.0,34.0,14.0,6.0,607.0,336.0,139.0,58.0,55.0,21.0,8.0,4.0,62.0,31.0,10.0,6.0,,13.793286713286713,18.158653846153847,10.756666666666666,13.367528830313015,16.254181818181817,14.102258064516128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
784,06155,Villafranca de los Barros,Badajoz,Extremadura,12673.0,6230.0,6443.0,,4832.0,3276.0,8108.0,,1126.0,810.0,7505.0,736.0,667.0,11275.0,111.0,431.0,318.0,857.0,200.0,43.0,23.0,556.0,413.0,173.0,95.0,6637.0,3941.0,1721.0,707.0,586.0,274.0,109.0,49.0,602.0,292.0,83.0,34.0,,13.462579873035695,17.73448074679113,11.298507194244605,12.832357993069158,14.819095563139932,14.764634551495016,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,95.0,339.0,,,,9.0,6.0,,33.0,,,22.0,24.0,1.0,,0.0
785,06156,Villagarcía de la Torre,Badajoz,Extremadura,906.0,464.0,442.0,,334.0,175.0,509.0,,70.0,24.0,462.0,63.0,45.0,681.0,9.0,25.0,22.0,61.0,13.0,3.0,1.0,21.0,13.0,5.0,3.0,404.0,240.0,93.0,30.0,49.0,20.0,5.0,2.0,42.0,21.0,4.0,1.0,,13.892575757575758,17.928360655737706,12.413809523809524,13.092970297029703,15.46469387755102,14.586666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
786,06157,Villagonzalo,Badajoz,Extremadura,1234.0,599.0,635.0,,496.0,276.0,772.0,,151.0,58.0,791.0,68.0,59.0,1185.0,19.0,67.0,40.0,140.0,24.0,2.0,2.0,49.0,35.0,17.0,11.0,702.0,375.0,157.0,76.0,50.0,20.0,8.0,3.0,45.0,21.0,5.0,2.0,,14.281844660194174,18.87542857142857,10.422653061224489,13.56905982905983,14.813,15.457777777777778,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,44.0,,,,,,,,,,4.0,8.0,,,0.0
787,06158,Villalba de los Barros,Badajoz,Extremadura,1475.0,743.0,732.0,,633.0,387.0,1020.0,,179.0,107.0,983.0,127.0,111.0,1676.0,32.0,63.0,66.0,143.0,44.0,9.0,5.0,86.0,60.0,26.0,14.0,860.0,535.0,227.0,110.0,94.0,35.0,13.0,3.0,101.0,47.0,15.0,5.0,,12.758053830227743,16.64825174825175,11.88406976744186,12.550523255813953,15.855,14.943762376237624,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
788,06159,Villanueva de la Serena,Badajoz,Extremadura,25752.0,12530.0,13222.0,,9267.0,6504.0,15771.0,,1199.0,1195.0,15304.0,1509.0,1242.0,21489.0,276.0,1355.0,831.0,994.0,220.0,40.0,19.0,905.0,710.0,290.0,169.0,13778.0,8044.0,3453.0,1475.0,1199.0,709.0,239.0,81.0,1051.0,555.0,176.0,72.0,,13.142292980019233,17.855,10.62860773480663,12.867725359268398,13.452952460383653,14.078582302568982,,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,1.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,50.0,0.0,2.0,67.0,,941.0,2357.0,708.0,90.0,10.0,6.0,7.0,,23.0,,8.0,36.0,36.0,17.0,,0.0
789,06160,Villanueva del Fresno,Badajoz,Extremadura,3364.0,1678.0,1686.0,,1107.0,570.0,1677.0,,319.0,115.0,1759.0,214.0,211.0,2713.0,39.0,140.0,153.0,278.0,85.0,11.0,6.0,89.0,65.0,22.0,10.0,1510.0,756.0,320.0,152.0,160.0,62.0,21.0,4.0,181.0,78.0,29.0,11.0,,14.552839130434782,16.94230215827338,12.222696629213484,14.031039735099338,15.825,14.962651933701657,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,,,,,,,,,,1.0,,,,0.0
790,06161,Villar del Rey,Badajoz,Extremadura,2106.0,1126.0,980.0,,928.0,433.0,1361.0,,148.0,127.0,1277.0,143.0,125.0,1960.0,30.0,78.0,96.0,122.0,34.0,4.0,2.0,91.0,63.0,24.0,13.0,1089.0,566.0,245.0,106.0,101.0,45.0,28.0,9.0,103.0,49.0,16.0,9.0,,14.119212307692308,17.709098360655737,11.76131868131868,13.672387511478421,14.358712871287128,14.6973786407767,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,12.0,,,,,,,4.0,,,,,,,0.0
791,06162,Villar de Rena,Badajoz,Extremadura,1353.0,695.0,658.0,,538.0,302.0,840.0,,116.0,69.0,897.0,97.0,94.0,1328.0,21.0,70.0,60.0,93.0,16.0,0.0,0.0,52.0,35.0,14.0,5.0,788.0,447.0,186.0,84.0,75.0,39.0,8.0,5.0,89.0,46.0,17.0,9.0,,13.78793886462882,18.683225806451613,12.176153846153847,13.2227538071066,14.7404,13.567865168539326,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
792,06901,Villarta de los Montes,Badajoz,Extremadura,423.0,214.0,209.0,,137.0,70.0,207.0,,23.0,22.0,261.0,74.0,54.0,447.0,9.0,28.0,22.0,23.0,7.0,2.0,1.0,15.0,11.0,4.0,0.0,199.0,88.0,37.0,14.0,46.0,11.0,1.0,0.0,49.0,24.0,5.0,2.0,,15.12631884057971,16.45,13.118666666666666,14.517939698492462,17.81826086956522,15.657551020408164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
793,06902,Zafra,Badajoz,Extremadura,16810.0,8095.0,8715.0,,5804.0,4405.0,10209.0,,733.0,974.0,9427.0,862.0,742.0,13156.0,167.0,580.0,334.0,619.0,162.0,27.0,15.0,769.0,639.0,281.0,166.0,8480.0,5483.0,2578.0,1205.0,700.0,440.0,179.0,68.0,640.0,332.0,115.0,48.0,,12.280818228896944,17.714184168012924,10.110988296488946,11.929461084905661,12.875214285714286,14.0428125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,,44.0,157.0,,,,3.0,1.0,,1.0,,5.0,22.0,11.0,1.0,,0.0
794,06903,Zahínos,Badajoz,Extremadura,2774.0,1377.0,1397.0,,1051.0,695.0,1746.0,,217.0,169.0,1649.0,239.0,301.0,2766.0,35.0,70.0,137.0,196.0,51.0,3.0,0.0,129.0,94.0,37.0,17.0,1448.0,650.0,211.0,77.0,184.0,71.0,20.0,5.0,279.0,143.0,45.0,13.0,,14.933282157676349,17.684795918367346,11.508527131782946,14.873729281767956,16.52538043478261,14.16573476702509,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,,,,,,,,,,1.0,,,,0.0
795,07001,Zalamea de la Serena,Badajoz,Extremadura,3545.0,1787.0,1758.0,,1409.0,820.0,2229.0,,302.0,89.0,2189.0,303.0,244.0,3254.0,15.0,130.0,95.0,242.0,57.0,6.0,5.0,59.0,39.0,12.0,7.0,1806.0,949.0,401.0,188.0,211.0,83.0,35.0,14.0,214.0,89.0,16.0,5.0,,14.293758516275549,17.89289256198347,12.231016949152542,13.625442967884828,15.664407582938388,15.739953271028037,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,12.0,,,,,,,1.0,,,3.0,,,,0.0
796,07002,Zarza-Capilla,Badajoz,Extremadura,310.0,156.0,154.0,,126.0,59.0,185.0,,22.0,15.0,221.0,38.0,31.0,356.0,2.0,15.0,15.0,19.0,4.0,3.0,1.0,8.0,2.0,1.0,1.0,197.0,100.0,38.0,24.0,28.0,11.0,5.0,0.0,27.0,17.0,3.0,3.0,,14.168338762214983,17.679473684210528,17.415,13.824822335025381,15.191071428571428,13.023703703703704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4.0
797,07003,"Zarza, La",Badajoz,Extremadura,3402.0,1716.0,1686.0,,1353.0,907.0,2260.0,,317.0,207.0,1992.0,317.0,253.0,3263.0,77.0,119.0,171.0,212.0,41.0,3.0,2.0,178.0,134.0,49.0,31.0,1802.0,1129.0,509.0,230.0,248.0,107.0,35.0,15.0,225.0,127.0,30.0,13.0,,13.147881686149486,18.297311320754716,11.368595505617977,12.269750277469479,15.073145161290322,14.102311111111112,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0
798,07004,Valdelacalzada,Badajoz,Extremadura,2721.0,1384.0,1337.0,,920.0,607.0,1527.0,,132.0,109.0,1577.0,124.0,158.0,2217.0,36.0,166.0,110.0,119.0,32.0,5.0,4.0,91.0,69.0,31.0,17.0,1488.0,830.0,390.0,161.0,105.0,61.0,27.0,11.0,150.0,80.0,28.0,13.0,,13.447729279058361,17.01218487394958,11.034285714285714,13.094247311827957,13.191714285714285,13.939333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,20.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0
799,07005,Pueblonuevo del Guadiana,Badajoz,Extremadura,2008.0,1006.0,1002.0,,569.0,355.0,924.0,,31.0,38.0,588.0,53.0,36.0,760.0,8.0,37.0,15.0,31.0,10.0,3.0,1.0,35.0,31.0,17.0,12.0,573.0,408.0,303.0,146.0,48.0,39.0,25.0,14.0,35.0,17.0,7.0,5.0,,10.062323369565217,16.36709677419355,8.578857142857142,9.708342059336823,8.438958333333334,14.164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,,,,,,,1.0,,,,,,,0.0
