,Código INE,Municipio,Provincia,Comunidad Autónoma,Población Total,Población Hombres,Población Mujeres,Unnamed: 7,Conductores Hombres,Conductoras Mujeres,Censo Conductores,Unnamed: 11,Parque Ciclomotores,Parque Motocicletas,Parque Turismos,Parque Furgonetas,Parque Camiones,Parque Total,Motocicletas sin ITV (<25 años),Turismos sin ITV (<25 años),Resto de Vehículos sin ITV (<25 años),Parque Ciclomotores (<25 años),Parque Ciclomotores (<15 años),Parque Ciclomotores (<8 años),Parque Ciclomotores (<4 años),Parque Motocicletas (<25 años),Parque Motocicletas (<15 años),Parque Motocicletas (<8 años),Parque Motocicletas (<4 años),Parque Turismos (<25 años),Parque Turismos (<15 años),Parque Turismos (<8 años),Parque Turismos (<4 años),Parque Furgonetas (<25 años),Parque Furgonetas (<15 años),Parque Furgonetas (<8 años),Parque Furgonetas (<4 años),Parque Camiones (<25 años),Parque Camiones (<15 años),Parque Camiones (<8 años),Parque Camiones (<4 años),Unnamed: 41,Antigüedad Media del Parque (<25 años),Antigüedad Media de Ciclomotores,Antigüedad Media de Motocicletas,Antigüedad Media de Turismos,Antigüedad Media de Furgonetas,Antigüedad Media de Camiones,Unnamed: 48,Bicicletas Fallecidos,Bicicletas Heridos Graves,Bicicletas Heridos Leves,Ciclomotores Fallecidos,Ciclomotores Heridos Graves,Ciclomotores Heridos Leves,Motocicletas Fallecidos,Motocicletas Heridos Graves,Motocicletas Heridos Leves,Turismos Fallecidos,Turismos Heridos Graves,Turismos Heridos Leves,Furgonetas Fallecidos,Furgonetas Heridos Graves,Furgonetas Heridos Leves,Camiones Fallecidos,Camiones Heridos Graves,Camiones Heridos Leves,Autobús Fallecidos,Autobús Heridos Graves,Autobús Heridos Leves,Otros Fallecidos,Otros Heridos Graves,Otros Heridos Leves,Peatones Fallecidos,Peatones Heridos Graves,Peatones Heridos Leves,Nº Accidentes con Víctimas,Fallecidos,Heridos Hospitalizados,Heridos no Hospitalizados,Unnamed: 80,Total Sanciones con Puntos,Total Puntos Detraídos,Velocidad (2 puntos),Velocidad (4 puntos),Velocidad (6 puntos),Alcohol (4 puntos),Alcohol (6 puntos),Drogas (6 puntos),"Casco, Cinturón, SRI (3 puntos)",Móvil (3 puntos),Semáforo (4 puntos),Otra (3 puntos),Otra (4 puntos),Otra (6 puntos),Unnamed: 95,Campañas
0,01001,Alava ( municipio sin especificar),Araba/Álava,País Vasco,,,,,1.0,0.0,1.0,,0.0,0.0,6.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,14.468333333333334,,,10.38,23.74,21.55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
1,01002,Alegría-Dulantzi,Araba/Álava,País Vasco,2935.0,1531.0,1404.0,,1038.0,818.0,1856.0,,40.0,189.0,1588.0,139.0,115.0,2147.0,34.0,86.0,61.0,40.0,11.0,1.0,0.0,142.0,103.0,49.0,34.0,1493.0,948.0,513.0,271.0,116.0,79.0,50.0,28.0,108.0,64.0,23.0,8.0,,11.755744789018811,17.42875,10.947605633802818,11.640361687876759,10.64198275862069,13.437314814814815,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
2,01003,Amurrio,Araba/Álava,País Vasco,10264.0,5044.0,5220.0,,3664.0,2660.0,6324.0,,229.0,519.0,5246.0,562.0,463.0,7439.0,126.0,275.0,206.0,228.0,59.0,16.0,13.0,386.0,305.0,137.0,85.0,4893.0,3406.0,1651.0,836.0,450.0,227.0,92.0,46.0,420.0,219.0,63.0,32.0,,11.863729817804769,17.421666666666667,10.389455958549222,11.312902105048028,13.95368888888889,14.569095238095239,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0
3,01004,Aramaio,Araba/Álava,País Vasco,1442.0,748.0,694.0,,566.0,425.0,991.0,,28.0,85.0,892.0,145.0,77.0,1302.0,15.0,37.0,36.0,28.0,8.0,3.0,3.0,62.0,50.0,25.0,13.0,827.0,607.0,320.0,150.0,115.0,46.0,13.0,6.0,69.0,35.0,13.0,5.0,,11.55469632164243,15.851785714285715,10.123548387096774,10.577182587666263,15.985652173913044,14.127971014492754,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
4,01006,Artziniega,Araba/Álava,País Vasco,1800.0,892.0,908.0,,630.0,490.0,1120.0,,40.0,108.0,1018.0,118.0,101.0,1456.0,34.0,68.0,60.0,40.0,9.0,1.0,1.0,90.0,59.0,31.0,17.0,926.0,614.0,296.0,157.0,86.0,43.0,14.0,7.0,83.0,31.0,6.0,4.0,,12.348278816199377,18.486,11.213666666666667,11.57828293736501,14.799767441860466,16.174939759036146,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
5,01008,Armiñón,Araba/Álava,País Vasco,223.0,115.0,108.0,,85.0,68.0,153.0,,5.0,25.0,185.0,23.0,16.0,276.0,6.0,14.0,12.0,5.0,0.0,0.0,0.0,21.0,13.0,2.0,2.0,171.0,102.0,47.0,28.0,19.0,7.0,3.0,2.0,16.0,9.0,1.0,0.0,,13.5140873015873,19.91,13.290476190476191,12.690058479532164,16.14,15.438125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
6,01009,Arratzua-Ubarrundia,Araba/Álava,País Vasco,984.0,539.0,445.0,,418.0,318.0,736.0,,30.0,126.0,757.0,110.0,82.0,1169.0,22.0,50.0,28.0,29.0,6.0,1.0,0.0,93.0,72.0,29.0,13.0,677.0,425.0,229.0,120.0,85.0,47.0,23.0,15.0,67.0,39.0,13.0,8.0,,12.124233067729083,17.755862068965516,10.954516129032259,11.734490398818316,12.589176470588235,13.747462686567165,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,0.0
7,01010,Asparrena,Araba/Álava,País Vasco,1623.0,833.0,790.0,,592.0,427.0,1019.0,,43.0,48.0,894.0,156.0,158.0,1402.0,13.0,36.0,62.0,42.0,11.0,1.0,0.0,36.0,25.0,9.0,5.0,811.0,503.0,243.0,119.0,122.0,47.0,21.0,12.0,144.0,74.0,17.0,9.0,,13.107473769168685,17.77547619047619,11.710555555555555,12.108914919852035,15.956065573770491,14.835138888888888,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
8,01011,Ayala/Aiara,Araba/Álava,País Vasco,2968.0,1500.0,1468.0,,1058.0,861.0,1919.0,,66.0,222.0,1793.0,269.0,265.0,2812.0,63.0,77.0,153.0,66.0,7.0,4.0,3.0,152.0,107.0,46.0,29.0,1663.0,1131.0,504.0,247.0,216.0,99.0,47.0,26.0,226.0,101.0,28.0,12.0,,12.435421686746988,18.227272727272727,11.228223684210526,11.595892964521948,14.294722222222223,15.027345132743363,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,0.0
9,01013,Baños de Ebro/Mañueta,Araba/Álava,País Vasco,294.0,166.0,128.0,,121.0,61.0,182.0,,12.0,21.0,193.0,45.0,70.0,351.0,3.0,11.0,10.0,12.0,1.0,1.0,0.0,15.0,11.0,3.0,2.0,174.0,101.0,52.0,28.0,33.0,16.0,7.0,5.0,67.0,28.0,9.0,7.0,,13.639032258064516,18.525833333333335,11.857333333333333,12.83603448275862,14.033333333333333,15.013582089552239,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
10,01014,Barrundia,Araba/Álava,País Vasco,881.0,483.0,398.0,,359.0,247.0,606.0,,15.0,39.0,579.0,131.0,94.0,936.0,9.0,42.0,64.0,15.0,8.0,0.0,0.0,30.0,20.0,11.0,2.0,541.0,365.0,179.0,89.0,102.0,35.0,16.0,7.0,88.0,37.0,11.0,5.0,,12.783503562945368,15.563333333333333,11.363333333333333,11.61083179297597,16.151176470588236,15.244431818181818,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
11,01016,Berantevilla,Araba/Álava,País Vasco,463.0,240.0,223.0,,188.0,136.0,324.0,,5.0,39.0,401.0,58.0,56.0,698.0,9.0,22.0,46.0,5.0,0.0,0.0,0.0,27.0,21.0,7.0,4.0,355.0,231.0,114.0,53.0,40.0,19.0,10.0,3.0,47.0,24.0,6.0,3.0,,12.643406779661017,18.296,11.448148148148148,11.878169014084508,14.258,15.153191489361703,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
12,01017,Bernedo,Araba/Álava,País Vasco,507.0,305.0,202.0,,216.0,98.0,314.0,,6.0,38.0,348.0,100.0,45.0,575.0,10.0,27.0,47.0,6.0,2.0,0.0,0.0,28.0,17.0,7.0,6.0,311.0,183.0,99.0,42.0,73.0,31.0,12.0,5.0,36.0,11.0,3.0,1.0,,13.385061983471074,18.283333333333335,11.819285714285714,12.44395498392283,15.243972602739726,16.628333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
13,01018,Campezo/Kanpezu,Araba/Álava,País Vasco,1034.0,547.0,487.0,,402.0,240.0,642.0,,26.0,72.0,594.0,138.0,111.0,995.0,22.0,25.0,40.0,26.0,4.0,1.0,0.0,52.0,32.0,17.0,10.0,535.0,326.0,171.0,85.0,96.0,37.0,18.0,10.0,101.0,33.0,6.0,3.0,,13.266365767878078,18.91653846153846,11.909807692307693,12.126953271028038,15.235833333333334,16.626237623762375,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
14,01019,Zigoitia,Araba/Álava,País Vasco,1749.0,948.0,801.0,,692.0,550.0,1242.0,,34.0,145.0,1181.0,173.0,138.0,1770.0,43.0,61.0,75.0,34.0,11.0,0.0,0.0,122.0,81.0,24.0,12.0,1093.0,730.0,380.0,198.0,143.0,81.0,44.0,23.0,123.0,58.0,22.0,13.0,,11.9622125,17.02264705882353,12.612868852459016,11.356916742909423,12.716503496503497,14.259918699186992,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,0.0
15,01020,Kripan,Araba/Álava,País Vasco,178.0,92.0,86.0,,62.0,45.0,107.0,,10.0,10.0,117.0,17.0,17.0,182.0,5.0,4.0,5.0,10.0,4.0,2.0,1.0,8.0,5.0,4.0,1.0,102.0,59.0,26.0,12.0,11.0,3.0,0.0,0.0,17.0,9.0,2.0,1.0,,13.354240506329115,14.708,9.98875,12.596176470588235,17.876363636363635,14.594117647058823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
16,01021,Kuartango,Araba/Álava,País Vasco,385.0,224.0,161.0,,163.0,98.0,261.0,,14.0,46.0,290.0,65.0,40.0,491.0,10.0,19.0,25.0,14.0,3.0,1.0,0.0,27.0,18.0,6.0,1.0,260.0,167.0,99.0,52.0,35.0,10.0,3.0,1.0,33.0,11.0,4.0,3.0,,12.767602040816326,17.482857142857142,12.985925925925926,11.39423076923077,16.121142857142857,16.473939393939393,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
17,01022,Elburgo/Burgelu,Araba/Álava,País Vasco,608.0,317.0,291.0,,241.0,217.0,458.0,,7.0,50.0,484.0,58.0,61.0,716.0,10.0,38.0,41.0,7.0,2.0,0.0,0.0,42.0,34.0,16.0,9.0,433.0,278.0,153.0,79.0,46.0,20.0,6.0,2.0,58.0,24.0,11.0,8.0,,12.286866141732283,18.17142857142857,10.178809523809523,11.459722863741339,16.11,15.01344827586207,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
18,01023,Elciego,Araba/Álava,País Vasco,1001.0,500.0,501.0,,364.0,232.0,596.0,,37.0,68.0,569.0,85.0,110.0,909.0,9.0,40.0,39.0,36.0,9.0,5.0,3.0,49.0,35.0,15.0,5.0,522.0,347.0,174.0,77.0,62.0,28.0,13.0,9.0,96.0,51.0,23.0,16.0,,12.441813602015113,16.76861111111111,11.72734693877551,11.712931034482759,14.576451612903226,13.5978125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
19,01027,Elvillar/Bilar,Araba/Álava,País Vasco,330.0,162.0,168.0,,126.0,89.0,215.0,,11.0,8.0,231.0,45.0,47.0,360.0,2.0,22.0,23.0,11.0,2.0,0.0,0.0,5.0,5.0,2.0,1.0,215.0,129.0,79.0,40.0,33.0,14.0,5.0,3.0,44.0,17.0,5.0,3.0,,13.057169230769231,18.30181818181818,9.45,11.785162790697674,15.101818181818182,16.02318181818182,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
20,01028,Iruraiz-Gauna,Araba/Álava,País Vasco,532.0,290.0,242.0,,223.0,173.0,396.0,,19.0,43.0,411.0,57.0,51.0,630.0,9.0,21.0,27.0,19.0,5.0,1.0,1.0,31.0,21.0,9.0,9.0,370.0,214.0,102.0,56.0,40.0,17.0,10.0,7.0,49.0,26.0,13.0,8.0,,12.807608695652174,17.041052631578946,11.166774193548386,12.516864864864864,13.875,13.35,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
21,01030,Labastida/Bastida,Araba/Álava,País Vasco,1517.0,779.0,738.0,,532.0,331.0,863.0,,29.0,59.0,853.0,116.0,169.0,1309.0,17.0,74.0,88.0,29.0,3.0,1.0,0.0,48.0,24.0,5.0,3.0,742.0,451.0,226.0,121.0,82.0,43.0,19.0,11.0,146.0,52.0,12.0,8.0,,13.309067028985508,18.435172413793104,14.24125,12.190808625336928,13.694024390243902,16.44232876712329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
22,01031,Lagrán,Araba/Álava,País Vasco,162.0,90.0,72.0,,65.0,35.0,100.0,,1.0,3.0,111.0,35.0,27.0,210.0,1.0,8.0,14.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,101.0,59.0,26.0,8.0,21.0,7.0,4.0,3.0,24.0,13.0,4.0,2.0,,13.54826815642458,17.66,8.373333333333333,13.081683168316832,16.177142857142858,13.703333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
23,01032,Laguardia,Araba/Álava,País Vasco,1454.0,750.0,704.0,,540.0,363.0,903.0,,54.0,95.0,953.0,244.0,253.0,1737.0,27.0,67.0,109.0,54.0,7.0,1.0,1.0,68.0,47.0,25.0,11.0,836.0,563.0,287.0,131.0,175.0,101.0,50.0,24.0,216.0,114.0,32.0,19.0,,12.43926912568306,18.239444444444445,11.144117647058824,11.331112440191388,12.674914285714285,14.157731481481482,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0
24,01033,Lanciego/Lantziego,Araba/Álava,País Vasco,709.0,383.0,326.0,,250.0,148.0,398.0,,15.0,30.0,409.0,78.0,80.0,634.0,7.0,33.0,25.0,15.0,3.0,1.0,0.0,23.0,18.0,9.0,4.0,364.0,227.0,107.0,49.0,60.0,31.0,17.0,8.0,72.0,33.0,15.0,5.0,,12.852250453720508,18.340666666666667,10.853043478260869,12.21065934065934,13.917,14.285833333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
25,01034,Lapuebla de Labarca,Araba/Álava,País Vasco,865.0,441.0,424.0,,319.0,205.0,524.0,,24.0,42.0,435.0,91.0,129.0,748.0,11.0,26.0,37.0,24.0,11.0,3.0,0.0,29.0,21.0,8.0,2.0,399.0,264.0,134.0,72.0,68.0,33.0,14.0,5.0,123.0,53.0,26.0,13.0,,12.76572072072072,15.4325,11.586896551724138,11.764235588972431,14.053235294117647,14.979349593495934,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
26,01036,Leza,Araba/Álava,País Vasco,211.0,106.0,105.0,,74.0,41.0,115.0,,9.0,6.0,115.0,29.0,17.0,188.0,1.0,8.0,11.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,55.0,26.0,16.0,20.0,8.0,2.0,0.0,12.0,6.0,3.0,1.0,,13.872727272727273,18.69333333333333,16.11,12.8573,16.7555,13.5375,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,0.0
27,01037,Laudio/Llodio,Araba/Álava,País Vasco,18118.0,8868.0,9250.0,,6255.0,4387.0,10642.0,,302.0,641.0,8548.0,699.0,604.0,11241.0,149.0,395.0,290.0,302.0,60.0,15.0,9.0,483.0,364.0,135.0,73.0,7868.0,5269.0,2679.0,1363.0,534.0,295.0,135.0,68.0,533.0,265.0,77.0,40.0,,11.934024982650937,18.119271523178806,11.357018633540372,11.400636756481953,13.289868913857678,14.603208255159474,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,55.0,217.0,,,,9.0,4.0,1.0,8.0,13.0,5.0,2.0,8.0,5.0,,0.0
28,01039,Arraia-Maeztu,Araba/Álava,País Vasco,733.0,414.0,319.0,,291.0,185.0,476.0,,11.0,37.0,484.0,111.0,80.0,797.0,16.0,24.0,46.0,11.0,5.0,1.0,0.0,30.0,16.0,4.0,1.0,444.0,279.0,131.0,62.0,91.0,32.0,11.0,4.0,73.0,48.0,14.0,9.0,,13.246802816901408,16.206363636363637,14.541666666666666,12.29885135135135,16.635384615384616,12.876575342465754,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0
29,01041,Moreda de Álava/Moreda Araba,Araba/Álava,País Vasco,211.0,105.0,106.0,,92.0,62.0,154.0,,15.0,17.0,175.0,25.0,20.0,258.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0,10.0,7.0,6.0,4.0,154.0,99.0,59.0,36.0,18.0,7.0,2.0,2.0,19.0,10.0,2.0,2.0,,12.396515837104072,18.594666666666665,8.325,11.288246753246753,15.928333333333333,14.068947368421053,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
30,01042,Navaridas,Araba/Álava,País Vasco,194.0,114.0,80.0,,79.0,45.0,124.0,,17.0,29.0,118.0,32.0,40.0,246.0,5.0,10.0,9.0,17.0,5.0,2.0,1.0,14.0,9.0,4.0,1.0,104.0,53.0,26.0,11.0,20.0,9.0,3.0,1.0,33.0,12.0,4.0,1.0,,14.549897435897435,16.342352941176472,13.118571428571428,13.611634615384615,14.822,15.996666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
31,01043,Okondo,Araba/Álava,País Vasco,1203.0,629.0,574.0,,437.0,340.0,777.0,,21.0,82.0,688.0,115.0,81.0,1055.0,22.0,37.0,52.0,21.0,5.0,2.0,2.0,68.0,46.0,19.0,8.0,629.0,421.0,212.0,106.0,86.0,36.0,13.0,7.0,70.0,34.0,15.0,5.0,,12.313941997851773,17.083809523809524,12.078970588235293,11.425421303656599,15.253023255813954,14.588142857142858,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0
32,01044,Oyón-Oion,Araba/Álava,País Vasco,3410.0,1729.0,1681.0,,1167.0,767.0,1934.0,,96.0,225.0,1779.0,304.0,295.0,2777.0,40.0,108.0,117.0,96.0,23.0,6.0,4.0,175.0,137.0,56.0,35.0,1633.0,995.0,519.0,276.0,245.0,145.0,82.0,42.0,272.0,132.0,52.0,27.0,,12.44060740144811,17.6509375,10.567314285714286,12.042810777709736,12.038367346938776,14.200257352941177,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,0.0
33,01046,Peñacerrada-Urizaharra,Araba/Álava,País Vasco,262.0,156.0,106.0,,120.0,50.0,170.0,,4.0,32.0,186.0,47.0,24.0,309.0,5.0,11.0,11.0,4.0,0.0,0.0,0.0,26.0,17.0,6.0,5.0,168.0,96.0,46.0,23.0,28.0,14.0,6.0,2.0,21.0,10.0,1.0,1.0,,13.332625482625483,20.125,12.098076923076922,12.80345238095238,14.354285714285714,15.74952380952381,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0
34,01047,Erriberagoitia/Ribera Alta,Araba/Álava,País Vasco,782.0,455.0,327.0,,317.0,217.0,534.0,,19.0,72.0,572.0,125.0,63.0,958.0,25.0,42.0,60.0,19.0,7.0,2.0,1.0,58.0,33.0,12.0,5.0,531.0,308.0,158.0,90.0,92.0,33.0,11.0,5.0,55.0,22.0,7.0,3.0,,13.416430260047282,16.461052631578948,13.030862068965517,12.42593220338983,16.0175,15.313636363636364,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
